Residuals	timepoint	genotype	number_of_pups_scaled	lipocalin2_pg_ml_scaled
ASV420|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.849423919186761	0.125001735036083	0	0.0238778769599312	0.00169646881722471
ASV428|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.849965342079956	0.0812337775214538	0.0661441165452652	0.00241114310769935	0.000245620745625297
ASV429|Firmicutes|Lachnospiraceae|unknown.spec.	0.862522693656406	0.110932485234491	1.62589929450504e-15	0.00511823228484507	0.021426588824257
ASV430|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.984831334778026	3.00036533825715e-09	0.00175111954049062	0.00240000081068634	0.0110175418704321
ASV431|Firmicutes|Lachnospiraceae|unknown.spec.	0.977175081592413	0	0.00472094309291136	0.0086738023856411	0.00943017292903415
ASV433|Firmicutes|Oscillospiraceae|unknown.spec.	0.974934823254591	0	0	0.00651797731933567	0.0185471994260734
ASV439|Actinobacteriota|Eggerthellaceae|Parvibacter.spec.	0.547871598612685	0.384134773627708	0.0513142728929954	0.00908731231579554	0.00759204255081638
ASV440|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.817487496145714	0.178722403742813	1.46900559798033e-15	0.00241105624092652	0.00137904387054463
ASV441|Firmicutes|unknown|unknown.spec.	0.78011417636623	0.192550506915002	1.55311903919188e-13	0.020040955153366	0.00729436156524683
ASV442|Firmicutes|Butyricicoccaceae|Butyricicoccus.spec.	0.933795091418392	0.0486923264379273	3.27516312284415e-14	0.000263610528924934	0.0172489716147226
ASV443|Firmicutes|Lachnospiraceae|GCA-900066575.spec.	0.922781046423715	1.35769784312344e-11	0.0740383137461365	0.00177496054191169	0.00140567927466026
ASV445|Firmicutes|Ruminococcaceae|Incertae Sedis.spec.	0.983091667884729	0	0	0.0130135305955579	0.00389480151971292
ASV447|Firmicutes|unknown|unknown.spec.	0.99883101638715	0	0	0.00045918461828264	0.000709798994566979
ASV449|Firmicutes|Peptococcaceae|Peptococcus.spec.	0.886166711279967	0.0595791727131921	0.0470821208540782	0.00705562873524446	0.000116366417517983
ASV455|Firmicutes|Ruminococcaceae|unknown.spec.	0.933933543042683	0	0	0.046468753418889	0.0195977035384279
ASV460|Bacteroidota|Muribaculaceae|unknown.spec.	0.922818298955438	0.0346296664172805	0	0.0393674613676885	0.00318457325959331
ASV461|Firmicutes|unknown|unknown.spec.	0.894577371160298	0	0.0447412106058271	0.00648711295734495	0.0541943052765298
ASV463|Firmicutes|Oscillospiraceae|Colidextribacter.spec.	0.933920126403719	0	0.0475622197636713	0.000439013846281029	0.018078639986329
ASV474|Firmicutes|unknown|unknown.spec.	0.927308597108686	0.0162207904066605	0.0178840680506783	0.036071427896447	0.00251511653752858
ASV475|Firmicutes|unknown|unknown.spec.	0.980263585204883	0.0082757125415537	3.35543061876796e-13	0.00601856633782018	0.00544213591540762
ASV476|Firmicutes|Lachnospiraceae|unknown.spec.	0.878185716323932	0.0774189397823382	1.86104463229498e-17	0.03784391513355	0.00655142876018016
ASV483|Patescibacteria|Saccharimonadaceae|Candidatus Saccharimonas.spec.	0.843903886343057	0.147120464842939	5.10575461760056e-11	0.00684720893025996	0.00212843983268673
ASV486|Firmicutes|Erysipelotrichaceae|unknown.spec.	0.968673744744427	0.029755834967818	5.34363584455665e-13	0.00124006197318504	0.000330358314035819
ASV491|Firmicutes|unknown|unknown.spec.	0.843893541879949	0.10347136737854	0.0177421823162944	0.0264704883014311	0.00842242012378551
ASV493|Firmicutes|Anaerovoracaceae|[Eubacterium] brachy group.spec.	0.96617118986265	0.0171544148267322	0	0.00586876433527615	0.0108056309753419
ASV496|Firmicutes|Oscillospiraceae|unknown.spec.	0.937709043991435	0.030265378329094	1.11532869333697e-17	0.00196512305945835	0.0300604546200124
ASV498|Firmicutes|Oscillospiraceae|NK4A214 group.spec.	0.989821232684176	0	0	1.3278835763565e-08	0.010178754036988
ASV503|Firmicutes|Oscillospiraceae|unknown.spec.	0.945443143087302	0	0	0.0541671745369593	0.000389682375738834
ASV504|Firmicutes|Erysipelatoclostridiaceae|unknown.spec.	0.752311848168459	0.23781127756826	0	0.00911630484106552	0.000760569422215155
ASV509|Actinobacteriota|Eggerthellaceae|Enterorhabdus.spec.	0.899441332819575	0.0973566008212165	0	0.00124056612990466	0.00196150022930436
ASV529|Firmicutes|Oscillospiraceae|unknown.spec.	0.929444616482259	0.03222522668464	6.16331576155187e-14	0.0323706771411931	0.00595947969184637
ASV540|Firmicutes|Ruminococcaceae|Anaerotruncus.colihominis	0.801283366164571	0.168276558947646	6.44152192537739e-11	0.00667033721120364	0.0237697376121635
ASV553|Firmicutes|Peptococcaceae|unknown.spec.	0.958134502424323	0.0292404569576372	0.0063650195765611	0.00549402470991016	0.000765996331568876
