Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K02890|large subunit ribosomal protein L22	0.905121679501031	0.00679915203434766	0.0135859547923828	0.00206908158956998	0.0724241320826682
K02892|large subunit ribosomal protein L23	0.936671987444673	0.0607961593977912	0.00195803300081053	0.000573820156725397	0
K02895|large subunit ribosomal protein L24	0.86755395325324	0.014687918117507	0.109224867048836	0.00638905109334442	0.00214421048707335
K02897|large subunit ribosomal protein L25	0.976082602946085	0.0130562025389279	2.6030122138576e-05	0.0108351643928485	0
K02899|large subunit ribosomal protein L27	0.858677151561764	0.0198142127875066	0.00276590272317141	0.104312846229713	0.0144298866978446
K02902|large subunit ribosomal protein L28	0.927689282613828	0.071695934767028	0.000611398626729392	3.38399241487476e-06	0
K02904|large subunit ribosomal protein L29	0.827177722916618	0.0650511128244066	0.00348149767559323	0.0620895013729447	0.0422001652104374
K02906|large subunit ribosomal protein L3	0.88562866514661	0.0121508806509814	0.00174306581236465	0.0636265608946825	0.036850827495361
K02907|large subunit ribosomal protein L30	0.892182374686329	0.096819004958963	0.00772443357259325	0.00327418678211503	0
K02909|large subunit ribosomal protein L31	0.9317300477649	0.012770067103958	4.17733534477192e-05	0.0297124426129809	0.0257456691647135
K02911|large subunit ribosomal protein L32	0.805212584873608	0.0409953692110955	0.000355942422695528	0.153436103492601	0
K02913|large subunit ribosomal protein L33	0.93847481919317	0.0361892556731375	0.00159105473645593	0.0188251362695659	0.00491973412767017
K02914|large subunit ribosomal protein L34	0.783634400357702	0.0987730750732996	0.0875060795935101	0.0300864449754882	0
K02916|large subunit ribosomal protein L35	0.977689049986143	6.73253248257027e-05	0.0213556187903489	0.000888005898682625	0
K02919|large subunit ribosomal protein L36	0.867914174342492	0.0088811680766764	0.0398351622224402	0.083369495358391	0
K02926|large subunit ribosomal protein L4	0.763418329545124	0.07713733759318	0.0180104368581813	0.00219458872246624	0.139239307281049
K02931|large subunit ribosomal protein L5	0.720690396105198	0.182294071061662	0.00078354396562486	0.0244209994274991	0.0718109894400161
K02933|large subunit ribosomal protein L6	0.72826732706887	0.0334361026190686	0.00155807791263487	0.0602064231007006	0.176532069298725
K02935|large subunit ribosomal protein L7|L12	0.894029119314082	0.00088209300963704	0.0129017727408624	0.01103459530189	0.0811524196335284
K02939|large subunit ribosomal protein L9	0.917875552074767	0.0524808703557222	0.00470414631105175	0.00611924884291693	0.0188201824155419
K02945|small subunit ribosomal protein S1	0.896289470701249	0.0938254107649471	7.43508578046003e-05	0.0097991451223578	1.16225536417295e-05
K02946|small subunit ribosomal protein S10	0.93279514517716	0.0305091753480422	0.000463929514290832	0.0362317499605071	0
K02948|small subunit ribosomal protein S11	0.58461433681287	0.213610890911484	0.0730478683237677	0.0663573435276367	0.0623695604242418
K02950|small subunit ribosomal protein S12	0.840506126839484	0.0396480403573225	0.105886113273376	0.0139597195298179	0
K02952|small subunit ribosomal protein S13	0.935665224566787	0.0395884817117932	1.47812962559389e-05	0.0247315124251635	0
K02954|small subunit ribosomal protein S14	0.827449989009909	0.0201323449197811	0.0163418584202665	0.127565794888725	0.00851001276131889
K02956|small subunit ribosomal protein S15	0.925212745474299	0.0313233204556323	0.01638646679061	0.0270774672794587	0
K02959|small subunit ribosomal protein S16	0.965315510088838	0.0143024660670736	0.00865232066199538	0.0117297031820929	0
K02961|small subunit ribosomal protein S17	0.846995033410246	0.0266245313020928	0.0640240298363116	0.0623564054513494	0
K02963|small subunit ribosomal protein S18	0.924337846480371	0.0258902646723383	0.0448297691693816	0.00494211967790865	0
K02965|small subunit ribosomal protein S19	0.882415468120811	0.0776691774436777	0.0198157225888788	0.0200996318466329	0
K02967|small subunit ribosomal protein S2	0.866443224636317	0.0701383845790057	0.0381813210760356	0.0252370697086417	0
K02968|small subunit ribosomal protein S20	0.9352046966762	0.0264206939430004	0.0116079264531503	0.00228856727833964	0.0244781156493093
K02970|small subunit ribosomal protein S21	0.924778434160945	0.0337736592797424	0.00453278390943864	0.0369151226498735	0
K02982|small subunit ribosomal protein S3	0.975303086379575	0.000360284260217054	0.0242668651746578	6.97641855504579e-05	0
K02986|small subunit ribosomal protein S4	0.810855142584474	0.17552760891415	0.0125089827846396	0.00110826571673576	0
K02988|small subunit ribosomal protein S5	0.763373108599395	0.234996475691057	0.00112630174349623	0.000504113966051678	0
K02990|small subunit ribosomal protein S6	0.89788402655256	0.0287571441676033	0.00121419476870672	0.0178597425470542	0.0542848919640758
K02992|small subunit ribosomal protein S7	0.834085075602115	0.0805889897695246	0.0800575386099859	0.00526839601837484	0
K02994|small subunit ribosomal protein S8	0.939756459173505	0.00564283250793507	0.0184182576303607	0.0193523320980586	0.0168301185901407
K02996|small subunit ribosomal protein S9	0.834427137998077	0.000420709646787992	0.0016385558807348	0.1635135964744	0
K03040|DNA-directed RNA polymerase subunit alpha [EC.2.7.7.6]	0.861617943000616	0.0942245712421259	9.57736532773701e-05	1.78604555712668e-05	0.0440438516484095
K03043|DNA-directed RNA polymerase subunit beta [EC.2.7.7.6]	0.899602971404812	0.0509031165838685	0.003803833617512	0.0456900783938079	0
K03046|DNA-directed RNA polymerase subunit beta [EC.2.7.7.6]	0.886381611436406	0.00659731178370387	0.0170582850574157	0.0861917436671092	0.00377104805536498
K03048|DNA-directed RNA polymerase subunit delta	0.913178755651199	0.0321540388016137	0.0052616260257389	0.0128263174358657	0.0365792620855826
K03060|DNA-directed RNA polymerase subunit omega [EC.2.7.7.6]	0.794372854594606	0.17320005470455	0.0245395004534343	0.00788759024740958	0
K03070|preprotein translocase subunit SecA	0.973562918263577	0.0109061952196009	0.0130686090223561	0.00246227749446593	0
K03072|preprotein translocase subunit SecD	0.818318560012055	0.102587470379365	0.00168674165885608	0.077407227949724	0
K03073|preprotein translocase subunit SecE	0.732611806059951	0.0631846316950464	0.0265309148843395	0.133029961869093	0.0446426854915697
K03075|preprotein translocase subunit SecG	0.641974815537174	0.0259329662953392	0.0165733802839401	0.315518837883547	0
K03076|preprotein translocase subunit SecY	0.726736230280968	0.0343499266140308	0.115049852038471	0.00452246981448358	0.119341521252047
K03086|RNA polymerase primary sigma factor	0.842809790599314	0.102444423816244	0.0457198109476236	0.00902597463681809	0
K03088|RNA polymerase sigma-70 factor, ECF subfamily	0.860095230839587	0.0132390823607814	0.085683701321433	0.0203525264479156	0.0206294590302832
K03091|RNA polymerase sporulation-specific sigma factor	0.689291674835104	0.0273122334596704	0.117493979319663	0.00253799229237946	0.163364120093183
K03092|RNA polymerase sigma-54 factor	0.827370784679477	0.0731605876487775	0.0511670787107933	0.0139525221763949	0.0343490267845571
K03095|SprT-like protein	0.972280708841442	0.0260491195643863	1.59780689593204e-05	0.00165419352521197	0
K03100|signal peptidase I [EC.3.4.21.89]	0.801335253479213	0.0654500746618975	0.0279361879791985	0.00726445918414295	0.0980140246955484
K03101|signal peptidase II [EC.3.4.23.36]	0.793199791709656	0.0185493435786361	0.0361416277566243	0.0243257911536705	0.127783445801413
K03106|signal recognition particle subunit SRP54 [EC.3.6.5.4]	0.919128483663938	0.0243196899538898	0.00190648083481109	0.0532060071262225	0.0014393384211381
K03110|fused signal recognition particle receptor	0.822207397883795	0.011069197136764	0.0752360368746897	0.0222444753913524	0.0692428927133985
K03111|single-strand DNA-binding protein	0.868649058231132	0.0671607117341704	0.0165486609126597	0.00808536416994963	0.0395562049520881
K03113|translation initiation factor 1	0.874240864097286	0.0287130692696067	0.0590774589619869	0.0221503389125177	0.0158182687586024
K03116|sec-independent protein translocase protein TatA	0.82958079347257	0.117452621463762	0.00891795080198107	0.0440486342616873	0
K03117|sec-independent protein translocase protein TatB	0.879448716033522	0.092965421311723	2.17663179855244e-06	0.0275836860229569	0
K03118|sec-independent protein translocase protein TatC	0.928079677839824	0.045386137895971	0.0130332516984267	0.0135009325657781	0
K03147|phosphomethylpyrimidine synthase [EC.4.1.99.17]	0.972853530221901	0.00849834145527561	0.005381459297327	0.0132666690254966	0
K03149|thiazole synthase [EC.2.8.1.10]	0.942738358896831	0.0404416182261771	1.48984447358766e-05	0.0168051244322562	0
K03150|2-iminoacetate synthase [EC.4.1.99.19]	0.785828958690535	0.137112067631658	0.0538561258151858	0.0232028478626212	0
K03151|thiamine biosynthesis protein ThiI	0.79954884699061	0.0839444701895324	0.0394877918999587	0.000906755194719687	0.0761121357251795
K03152|4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis	0.894167775221327	0.0566031213201966	0.00198517119439186	0.0472439322640841	0
K03154|sulfur carrier protein	0.893633492581444	0.0910284281700294	0.00182126532157014	0.0135168139269565	0
K03168|DNA topoisomerase I	0.812567667647981	0.102685647566855	0.0243401021260599	0.0475096939796158	0.0128968886794887
K03169|DNA topoisomerase III	0.86037455106423	0.132915805720863	0.00483752096261093	0.00187212225229541	0
K03177|tRNA pseudouridine synthase B	0.895345037123776	0.0414059751693217	0.0248370397286068	0.0287130159799616	0.00969893199833333
K03183|demethylmenaquinone methyltransferase | 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC.2.1.1.163 2.1.1.201]	0.833260599505608	0.000368830831505895	0.130078725732507	0.0362918439303799	0
K03186|flavin prenyltransferase [EC.2.5.1.129]	0.912862577009056	0.0177354710629077	0.0163445376411891	0.0530574142868475	0
K03187|urease accessory protein	0.829446790535054	0.0836784928709489	0.017818893965626	0.0612404281564785	0.00781539447189269
K03188|urease accessory protein	0.880801703099387	0.10120273697654	0.000226681903994346	0.0177688780200787	0
K03189|urease accessory protein	0.93362521920543	9.90457394908014e-05	0.0270157844971598	0.0392599505579193	0
K03190|urease accessory protein	0.960354614102985	0.0246919130609569	0.00120537951720474	0.0137480933188537	0
K03205|type IV secretion system protein VirD4	0.889711731612579	0.000521785568055055	0.107803172810997	0.00196331000836972	0
K03210|preprotein translocase subunit YajC	0.683442244552554	0.0417514968294939	0.132037873037029	0.00984613027505735	0.132922255305865
K03215|RNA methyltransferase, TrmA family	0.724054242105974	0.00283513847828273	0.0861653419224912	0.0933812139411719	0.09356406355208
K03216|RNA methyltransferase, TrmH family, group 2	0.761188575211831	0.139928395711058	0.00655223832466576	9.07825108005915e-05	0.0922400082416442
K03217|YidC|Oxa1 family membrane protein insertase	0.957800742562763	0.018648860029953	0.0228281930420248	0.000722204365259047	0
K03218|RNA methyltransferase, TrmH family	0.889647956040326	0.000700193649283956	0.0103659414546823	0.0704904167914031	0.0287954920643047
K03269|UDP-2,3-diacylglucosamine hydrolase [EC.3.6.1.54]	0.955563775118145	0.0304005974403435	0.0123058145564203	0.00172981288509144	0
K03270|3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC.3.1.3.45]	0.804771530689565	0.00563567651625636	0.108755206448241	0.0808375863459379	0
K03271|D-sedoheptulose 7-phosphate isomerase [EC.5.3.1.28]	0.931341313852717	0.0290656715817156	0.00230466448383686	0.0372883500817304	0
K03272|D-beta-D-heptose 7-phosphate kinase | D-beta-D-heptose 1-phosphate adenosyltransferase [EC.2.7.1.167 2.7.7.70]	0.872366066218885	0.0463095417862117	0.00305296153784226	0.078271430457061	0
K03273|D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC.3.1.3.82 3.1.3.83]	0.785013107482301	0.145459327012323	0.000391103927767974	0.0691364615776089	0
K03281|chloride channel protein, CIC family	0.910919269384871	0.00857264421925297	0.0491002738118143	0.031407812584062	0
K03282|large conductance mechanosensitive channel, MscL family	0.92937553587152	0.0235436854049724	0.0281294813316854	0.0189512973918217	0
K03284|metal ion transporter, MIT family	0.821785263917756	0.0284480897001824	0.0674009980832517	6.7654928193554e-05	0.0822979933706165
K03294|basic amino acid|polyamine antiporter, APA family	0.847456786765911	0.057064136135652	0.0107011846812844	0.0166293783954971	0.0681485140216553
K03296|hydrophobic|amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	0.955495848933035	0.0275714599732067	0.0159592921217309	0.000973398972027497	0
K03301|ATP:ADP antiporter, AAA family	0.844239096480321	0.0750430442082977	0.0175360144268209	0.0631818448845609	0
K03303|lactate transporter, LctP family	0.849772440099921	0.0863950899229881	0.000126619188760113	0.0637058507883311	0
K03304|tellurite resistance|dicarboxylate transporter, TDT family	0.87518582266782	0.0644888237063732	0.00124780804882008	0.059077545576987	0
K03305|proton-dependent oligopeptide transporter, POT family	0.856733764641532	0.13571974513168	0.00710315412383734	0.000443336102950413	0
K03307|solute:Na+ symporter, SSS family	0.839722074544854	0.0218707205766283	0.0888964534983485	0.0495107513801694	0
K03308|neurotransmitter:Na+ symporter, NSS family	0.96940204155346	0.0118070601740044	0.00014763824597477	0.0186432600265604	0
K03310|alanine or glycine:cation symporter, AGCS family	0.807658428596196	0.0529774916211192	0.0327813119951816	0.106582767787504	0
K03313|Na+:H+ antiporter, NhaA family	0.960418387106092	0.00373459436034778	0.00623828184247661	0.0296087366910841	0
K03315|Na+:H+ antiporter, NhaC family	0.773870188140679	0.0372649471260381	0.00398080074441045	0.0443851542133755	0.140498909775497
K03324|phosphate:Na+ symporter, PNaS family	0.925285821610379	0.0201478773015278	7.71589628515539e-06	0.054558585191808	0
K03327|multidrug resistance protein, MATE family	0.73289795975918	0.247630814773969	0.019462586682494	8.63878435718772e-06	0
K03332|fructan beta-fructosidase [EC.3.2.1.80]	0.780387245830175	0.0925495473882822	0.127059659329102	3.54745244108582e-06	0
K03340|diaminopimelate dehydrogenase [EC.1.4.1.16]	0.802468573402675	0.118795510776878	0.0654217540885091	0.013314161731938	0
K03385|nitrite reductase (cytochrome c-552) [EC.1.7.2.2]	0.93795678114477	4.66700543900966e-05	0.0232717660073955	0.0387247827934442	0
K03386|peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC.1.11.1.15]	0.521240984871865	0.00118335062074312	0.265540623071973	0.0483771150305569	0.163657926404862
K03388|heterodisulfide reductase subunit A [EC.1.8.98.1]	0.82446772697715	0.148492240557428	0.0270142386917979	2.57937736241267e-05	0
K03389|heterodisulfide reductase subunit B [EC.1.8.98.1]	0.87850682381863	0.000194948541396027	5.8895318538607e-06	0.12129233810812	4.84971875841669e-20
K03402|transcriptional regulator of arginine metabolism	0.837041209690431	0.0317452171054856	0.0784108552137392	0.0528027179903446	0
K03406|methyl-accepting chemotaxis protein	0.885387135946739	0.0756681991601788	0.000776502599808925	0.0381681622932735	0
K03407|two-component system, chemotaxis family, sensor kinase CheA [EC.2.7.13.3]	0.863521008833943	0.0673557709691251	0.00679093812762585	0.0623322820693057	0
K03410|chemotaxis protein CheC	0.89155030618014	0.0510905472366719	0.00877460308857053	0.0485845434946175	0
K03412|two-component system, chemotaxis family, response regulator CheB [EC.3.1.1.61]	0.8628974822455	0.0535500829178871	0.00654179421177413	0.0770106406248392	0
K03413|two-component system, chemotaxis family, response regulator CheY	0.953054092159292	0.0123439712241673	0.0174043958930923	0.000374625759702494	0.016822914963746
K03415|two-component system, chemotaxis family, response regulator CheV	0.939963132822212	0.0172955042391047	0.0317249515235388	0.011016411415145	0
K03424|TatD DNase family protein	0.83104946689012	0.0698568027572589	0.0076447910008502	0.0914489393517707	0
K03427|type I restriction enzyme M protein	0.996191283647792	0.00361376737839386	0.000142223249391843	5.27257244218646e-05	0
K03429|processive 1,2-diacylglycerol beta-glucosyltransferase [EC.2.4.1.315]	0.554593879231734	0.0968776553325725	0.163440150756135	0.0304870309602043	0.154601283719355
K03431|phosphoglucosamine mutase [EC.5.4.2.10]	0.766792304222164	0.0840412351495573	0.0179076648273289	0.00966006957696863	0.121598726223981
K03437|RNA methyltransferase, TrmH family	0.653373949084257	0.0239888716983146	0.166845095605294	0.0498960684310376	0.105896015181097
K03438|S-adenosyl-methyltransferase	0.947370139623116	0.0422425061011691	0.00386456220759225	0.000170167742866343	0.00635262432525607
K03439|tRNA (guanine-N7-)-methyltransferase	0.841294643398164	0.0470499513934551	0.0236431511495742	0.0221213052753982	0.0658909487834089
K03442|small conductance mechanosensitive ion channel, MscS family	0.528459352805579	0.128878524968097	0.153115890636618	0.0807614652481088	0.108784766341598
K03449|MFS transporter, CP family, cyanate transporter	0.853022093117284	0.0911391850447217	0.003196969412462	0.0526417524255323	0
K03453|bile acid:Na+ symporter, BASS family	0.871596913257668	0.105004524513049	0.0145541922897967	0.00884436993948656	0
K03455|monovalent cation:H+ antiporter-2, CPA2 family	0.986251731048927	0.0015314132872933	0.000580652606496412	0.0116362030572837	0
K03465|thymidylate synthase (FAD) [EC.2.1.1.148]	0.916112435293284	0.0266862326295504	5.34133188477107e-08	0.0572012786638467	0
K03466|DNA segregation ATPase FtsK|SpoIIIE, S-DNA-T family	0.711827032115373	0.0413196444589959	0.12141629960427	0.0694429333057689	0.0559940905155919
K03469|ribonuclease HI [EC.3.1.26.4]	0.925218201014893	0.0510037835446157	0.000636911700492065	4.30367068059316e-05	0.0230980670331933
K03470|ribonuclease HII [EC.3.1.26.4]	0.919398861976145	0.0146700802235493	0.0618783673851973	0.00405269041510823	0
K03473|erythronate-4-phosphate dehydrogenase [EC.1.1.1.290]	0.947340775551371	0.0295267523361572	0.0231323119078655	1.6020460623691e-07	0
K03474|pyridoxine 5-phosphate synthase [EC.2.6.99.2]	0.905459930860946	0.0764608990191069	0.000795160214380148	0.0172840099055668	0
K03475|PTS system, ascorbate-specific IIC component	0.395637376896158	0.0143510291035203	0.0570796654122334	0.017219068159336	0.515712860428753
K03476|L-ascorbate 6-phosphate lactonase [EC.3.1.1.-]	0.776034535091704	0.120045511644924	0.0868057540976647	0.0171141991657075	0
K03483|mannitol operon transcriptional antiterminator	0.641019310523101	0.0651062604932728	0.165730103599924	0.0299816624892938	0.0981626628944091
K03484|LacI family transcriptional regulator, sucrose operon repressor	0.835030528592476	0.0503812671437547	0.00157745618524296	0.0339352723742813	0.0790754757042449
K03486|GntR family transcriptional regulator, trehalose operon	0.910230066994553	0.0845434739830505	0.000500374154000846	0.00472608486839559	0
K03495|glucose inhibited division protein A	0.925850308158429	0.0469915744353728	0.0265063069947278	0.000651810411470039	0
K03496|chromosome partitioning protein	0.97220471360909	0.00260445642275039	0.0205459722706368	0.00464485769752313	0
K03497|chromosome partitioning protein, ParB family	0.783967064351448	0.0894949834435131	0.0150650575546345	0.111472894650404	0
K03498|trk system potassium uptake protein TrkH	0.895628661773704	0.050326824584352	0.00326657262328413	0.0507779410186604	0
K03499|trk system potassium uptake protein TrkA	0.970491217642962	0.0134636052401241	0.0015108617193473	0.0145343153975671	0
K03501|glucose inhibited division protein B	0.81683057643631	0.17900184823363	0.00342651036600212	0.000741064964058607	2.06049621241699e-19
K03502|DNA polymerase V	0.952486419310214	0.0100173021859197	0.00109035358823236	0.000668754434488196	0.0357371704811452
K03517|quinolinate synthase [EC.2.5.1.72]	0.88975624769231	0.00918681935817474	0.0123320989778215	0.0887248339716935	1.70139172252446e-17
K03518|carbon-monoxide dehydrogenase small subunit [EC.1.2.7.4]	0.797350628650898	0.051826505772111	0.00407270521973053	0.14675016035726	0
K03521|electron transfer flavoprotein beta subunit	0.784671643612077	0.0564568429800762	0.00253547767060096	0.0708466269443684	0.0854894087928771
K03522|electron transfer flavoprotein alpha subunit	0.858193607785511	0.00609485200440397	2.88083228828769e-05	0.0987451852049696	0.0369375466822329
K03523|biotin transport system substrate-specific component	0.605081269247082	0.0669841721298323	0.147177566479889	0.0292710560046078	0.151485936138589
K03524|BirA family transcriptional regulator, biotin operon repressor | biotin-[acetyl-CoA-carboxylase] ligase [EC.6.3.4.15]	0.842573046570466	0.155117344369428	4.97541449104938e-05	0.0022598549151954	0
K03525|type III pantothenate kinase [EC.2.7.1.33]	0.982151338084206	0.00143313425361686	0.00263280341915618	0.013782724243021	0
K03526|(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC.1.17.7.1 1.17.7.3]	0.959043514382734	0.0140681480012967	0.0239337968250323	0.00295454079093727	0
K03527|4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC.1.17.7.4]	0.870715231254623	0.127119561726004	0.002164852117291	3.54902081818124e-07	0
K03530|DNA-binding protein HU-beta	0.839270672139355	0.129749509832067	0.00205021312532464	0.0289296049032529	0
K03531|cell division protein FtsZ	0.819078975675703	0.0678629364086654	0.00614929912570301	0.0319436952959084	0.07496509349402
K03534|L-rhamnose mutarotase	0.842106014337524	7.12790908567718e-05	0.0926033901836507	0.0652193163879685	0
K03536|ribonuclease P protein component	0.787656098151089	0.134972345121226	0.00119544382517719	0.00467104996211643	0.0715050629403912
K03544|ATP-dependent Clp protease ATP-binding subunit ClpX	0.957353767433244	0.00803652978124884	0.0196931430340811	8.71011064045111e-06	0.0149078496407859
K03545|trigger factor	0.906650360369994	0.0512711834310204	0.00389770070178112	0.00754593326189785	0.0306348222353063
K03547|exonuclease SbcD	0.639541141837963	0.0385505096767857	0.175153096169693	0.00776872133490507	0.138986530980654
K03549|KUP system potassium uptake protein	0.919883595860122	0.0613578963741166	0.00105416552311779	0.0165919028811488	0.00111243936149526
K03550|holliday junction DNA helicase RuvA [EC.3.6.4.12]	0.936405079343204	0.0403754757916337	0.02272870559034	0.000490739274814642	7.6459505161338e-15
K03551|holliday junction DNA helicase RuvB [EC.3.6.4.12]	0.907864891016713	0.0375289367913789	0.0493558636668684	0.0052503085250392	0
K03553|recombination protein RecA	0.85793342340608	0.0480207124494598	0.0201608756827928	0.073884988461667	0
K03555|DNA mismatch repair protein MutS	0.739005055233369	0.0799716294421136	0.144296252737251	0.0367270625872669	0
K03559|biopolymer transport protein ExbD	0.865665452710361	0.0120317135362217	0.0105343023831752	0.111768531370242	0
K03561|biopolymer transport protein ExbB	0.90023309073133	0.0211941940469687	0.00314778596743031	0.0754249292542708	0
K03563|carbon storage regulator	0.966346289955661	0.00873782628749017	0.00299798119395529	0.0219179025628936	0
K03564|peroxiredoxin Q|BCP	0.941094822537856	0.0350738166678728	0.000237391721918908	0.00390751717994209	0.0196864518924102
K03565|regulatory protein	0.827015498320023	0.0906306355182395	0.000449622900766945	0.0803485702884504	0.00155567297251998
K03569|rod shape-determining protein MreB and related proteins	0.942473174710168	0.0285367605428233	0.00478405954656478	0.0242060052004436	0
K03570|rod shape-determining protein MreC	0.95472011413638	0.0188447061540565	0.00884227989041961	0.0175928998191436	0
K03571|rod shape-determining protein MreD	0.740791373876717	0.0519459558482106	0.0859124501894261	0.00655861607343813	0.114791604012208
K03572|DNA mismatch repair protein MutL	0.795529074327749	0.0301345880235906	0.0266043262211738	0.147732011427487	0
K03575|A|G-specific adenine glycosylase [EC.3.2.2.-]	0.864899066102773	0.0874500014198374	0.00083009660068064	0.0468208358767085	0
K03584|DNA repair protein RecO (recombination protein O)	0.703860296487547	0.0517034753012022	0.105410911862683	0.139025316348569	0
K03585|membrane fusion protein, multidrug efflux system	0.808876579297496	0.0191851000909703	0.0397520128227154	0.072066971359135	0.0601193364296831
K03588|cell division protein FtsW	0.686574153598314	0.0350958995772707	0.2654704098625	0.0128595369619159	0
K03589|cell division protein FtsQ	0.854114830743332	0.0422582582819117	0.00681251550657704	0.0287552489168157	0.0680591465513636
K03590|cell division protein FtsA	0.790733855332501	0.0518869410906457	0.11077774669242	0.0466014568844336	0
K03593|ATP-binding protein involved in chromosome partitioning	0.927271633872035	0.0571798608748784	0.00129520066348548	0.0142533045896013	0
K03594|bacterioferritin [EC.1.16.3.1]	0.801593399745893	0.00340548202877512	0.035682509877575	0.103790349217671	0.0555282591300853
K03595|GTP-binding protein Era	0.891258774216443	0.00217528191804111	0.0367597114563684	0.0121652682727356	0.0576409641364118
K03596|GTP-binding protein LepA	0.827493518267428	0.0851681399951834	0.0117974274238497	0.00364139678603785	0.0718995175275014
K03601|exodeoxyribonuclease VII large subunit [EC.3.1.11.6]	0.877113405859389	0.114003324716795	9.23709101458352e-05	0.00879089851367018	3.45960239010584e-17
K03602|exodeoxyribonuclease VII small subunit [EC.3.1.11.6]	0.860834734527122	0.0256331538692639	0.00189150967466937	0.0788297072601885	0.0328108946687561
K03608|cell division topological specificity factor	0.86895476341067	0.0961795257158752	0.0107274644009817	0.0200046973028042	0.00413354916966923
K03609|septum site-determining protein MinD	0.572043778169663	0.0224455513231931	0.189396913904039	0.0196899264591757	0.19642383014393
K03612|electron transport complex protein RnfG	0.900082151131686	0.0269679059382107	0.0392022599113264	0.0222864539014793	0.0114612291172971
K03614|electron transport complex protein RnfD	0.744436917995492	0.0969789057740763	0.0175200745435321	0.0591397389092158	0.0819243627776843
K03615|electron transport complex protein RnfC	0.937899186371356	0.0106898910719042	0.0226050416727023	0.028805880884037	0
K03617|electron transport complex protein RnfA	0.841286845824174	0.000916572751061905	0.000716724370750764	0.127594265885365	0.0294855911686476
K03620|Ni|Fe-hydrogenase 1 B-type cytochrome subunit	0.935796897465185	0.0414528052082234	0.00639941463963811	0.0163508826869533	0
K03621|glycerol-3-phosphate acyltransferase PlsX [EC.2.3.1.15]	0.799709531765332	0.114676710863656	0.0127495721422264	0.0237122707952165	0.0491519144335697
K03624|transcription elongation factor GreA	0.895487231322439	0.023670535009082	0.000960999057128202	0.0798812346113506	0
K03625|N utilization substance protein B	0.934066729486072	0.061209298632366	0.00153550143071726	0.000505555984802612	0.00268291446604204
K03628|transcription termination factor Rho	0.662677600123957	0.0167295301582568	0.191040649661434	0.013551806316679	0.116000413739673
K03629|DNA replication and repair protein RecF	0.880932972665015	0.0492492880919198	0.0132668697523822	0.0258085312612542	0.0307423382294283
K03631|DNA repair protein RecN (Recombination protein N)	0.908135369491899	0.0882416739189294	0.0026689065402307	0.000954050048941287	4.03294397728947e-21
K03634|outer membrane lipoproteins carrier protein	0.885029166197593	0.0645281994590147	0.000387671662689926	0.0500549626807027	0
K03635|molybdopterin synthase catalytic subunit [EC.2.8.1.12]	0.8949199865585	0.00657827094334685	0.0159385581634987	0.0825631843346543	0
K03637|cyclic pyranopterin phosphate synthase [EC.4.1.99.18]	0.835838784543066	0.107020392036406	0.0141416199241104	0.0429992034964176	0
K03639|cyclic pyranopterin phosphate synthase [EC.4.1.99.18]	0.861233915063781	0.0802100217930338	0.00450970714057859	0.0540463560026066	0
K03641|TolB protein	0.90966313034452	0.0260056559877421	2.05645175211526e-05	0.0643106491502166	0
K03644|lipoyl synthase [EC.2.8.1.8]	0.820090559537699	0.0272468444779578	0.104618268897958	0.0480443270863854	0
K03648|uracil-DNA glycosylase [EC.3.2.2.27]	0.770551055312589	0.00128400725625775	0.0172163910263798	0.000505541736620395	0.210443004668153
K03650|tRNA modification GTPase	0.81575594926087	0.0036898982498554	0.0509440921475887	0.000263963118779606	0.129346097222906
K03652|DNA-3-methyladenine glycosylase [EC.3.2.2.21]	0.921597048200414	0.0101915704379632	0.00721888149934781	0.0609924998622735	1.15705389274841e-15
K03654|ATP-dependent DNA helicase RecQ [EC.3.6.4.12]	0.76308212080607	0.0010590353436724	0.121113514900617	0.11474532894964	0
K03655|ATP-dependent DNA helicase RecG [EC.3.6.4.12]	0.911307980267375	0.019223939423353	0.0692741895516418	0.000193890757629993	0
K03657|DNA helicase II | ATP-dependent DNA helicase PcrA [EC.3.6.4.12]	0.978886899565763	0.0180781404632722	0.0017657403621478	0.00126921960881646	0
K03658|DNA helicase IV	0.897660252663155	0.0455760893194351	0.00074907108570121	0.0560145869317083	0
K03660|N-glycosylase|DNA lyase [EC.3.2.2.- 4.2.99.18]	0.566877935913788	0.0442203473531607	0.217018011930741	0.00880075503077436	0.163082949771535
K03664|SsrA-binding protein	0.857531846624771	0.0572524842707388	0.0385450126320542	0.0208257308342634	0.0258449256381726
K03665|GTP-binding protein HflX	0.875234228617259	0.000365452721242151	0.00365386621530665	0.120746452446192	0
K03666|host factor-I protein	0.956376858380474	0.00040040722521252	0.0432068524534656	1.5881940847332e-05	0
