Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0009427|[CC] bacterial-type flagellum basal body, distal rod, L ring	0.961545979481703	0.0133614355205457	3.55043505558336e-05	0	0.0250570806471955
GO:0009428|[CC] bacterial-type flagellum basal body, distal rod, P ring	0.921132135677555	0.0526719967013444	0.00435395518453592	0	0.0218419124365645
GO:0009431|[CC] bacterial-type flagellum basal body, MS ring	0.780264897187719	0.0167458559758655	0.134621246271919	0.0584431402966417	0.0099248602678547
GO:0009432|[BP] SOS response	0.774931165844178	0.177984586218495	0.0405538114332308	0	0.00653043650409573
GO:0009435|[BP] NAD biosynthetic process	0.857807185743839	0.0711982426936931	0.0590408174530708	0	0.0119537541093971
GO:0009436|[BP] glyoxylate catabolic process	0.888875188216333	0.101799463670234	0.00209511900508508	0	0.00723022910834774
GO:0009443|[BP] pyridoxal 5-phosphate salvage	0.714000678555054	0.207373464770724	0.0658113924392816	0	0.0128144642349412
GO:0009446|[BP] putrescine biosynthetic process	0.483139823463994	0.313156122474009	0.155735752372027	0.00922980213500771	0.0387384995549628
GO:0009451|[BP] RNA modification	0.894309753125066	0.00996170145793248	0.026348232370199	0.068945005638609	0.000435307408193388
GO:0009507|[CC] chloroplast	0.800302739382969	0.0543226380614025	0.0198177673771592	0.0778377490363201	0.0477191061421495
GO:0009605|[BP] response to external stimulus	0.853731882888873	0.00163142521230166	0.0443112532681337	0	0.100325438630692
GO:0009607|[BP] response to biotic stimulus	0.867406671410786	2.09745567603158e-05	0.0523021348125579	0	0.0802702192198958
GO:0009642|[BP] response to light intensity	0.776479094357778	0.00285608481377511	0.00135729060362969	0	0.219307530224817
GO:0009678|[MF] hydrogen-translocating pyrophosphatase activity	0.896193172327593	0.0568905477034515	0.0224973540565471	0.00763981982178263	0.0167791060906262
GO:0009847|[BP] spore germination	0.857414386475328	0.0198411034998335	0.0560570382374258	0.0661329671675599	0.000554504619852796
GO:0009898|[CC] cytoplasmic side of plasma membrane	0.873899248954258	0.103618428158382	0.0192718360825301	0	0.0032104868048295
GO:0009976|[MF] tocopherol cyclase activity	0.953486717541346	0.0210946366976905	0.000524683473931465	0	0.024893962287032
GO:0009982|[MF] pseudouridine synthase activity	0.804829494931081	0.10857068614019	0.0743765180381813	0	0.0122233008905472
GO:0009986|[CC] cell surface	0.97617521716355	0.0171364044991219	0.00101873579447432	0	0.00566964254285418
GO:0010045|[BP] response to nickel cation	0.932175154139311	0.00934539041710005	0.00904853821231608	0	0.0494309172312725
GO:0010124|[BP] phenylacetate catabolic process	0.818387105418158	0.119334239937042	0.0377747163205326	0.0245011950606215	2.74326364577034e-06
GO:0010133|[BP] proline catabolic process to glutamate	0.88216519907079	0.0292373435883005	0.00107149861188999	0.0874486898744331	7.72688545868796e-05
GO:0010181|[MF] FMN binding	0.806356249785023	0.0363122724013903	0.0365494025575894	0.107414172120003	0.013367903135995
GO:0010285|[MF] L,L-diaminopimelate aminotransferase activity	0.877136611802773	0.0176284114109703	0.0192739309609096	0.0849765576486982	0.00098448817664929
GO:0010309|[MF] acireductone dioxygenase [iron(II)-requiring] activity	0.810522909901247	0.0720658431226506	0.109547328237727	0	0.00786391873837519
GO:0010340|[MF] carboxyl-O-methyltransferase activity	0.759685116741197	0.0513612761367259	0.00913654195000495	0.14675474515601	0.0330623200160622
GO:0010467|[BP] gene expression	0.800306373282149	0.00322468913212241	0.0310848898582716	0	0.165384047727457
GO:0010468|[BP] regulation of gene expression	0.932844522950236	0.000248764731957017	0.0370497606083891	0	0.0298569517094183
GO:0015031|[BP] protein transport	0.819091232812508	0.155599413594465	0.0029770275752535	0	0.0223323260177739
GO:0015035|[MF] protein disulfide oxidoreductase activity	0.771651907487508	0.153703985970581	0.0702750830951175	0	0.00436902344679323
GO:0015036|[MF] disulfide oxidoreductase activity	0.79381493428187	0.101779297349153	0.061342553563072	0	0.0430632148059053
GO:0015074|[BP] DNA integration	0.717020208694807	0.0823501836715236	0.04450991948493	0.15174259327349	0.00437709487524961
GO:0015075|[MF] ion transmembrane transporter activity	0.735713446929489	0.110056867031385	0.0273060146352961	0.112163509240388	0.0147601621634415
GO:0015078|[MF] hydrogen ion transmembrane transporter activity	0.7997857561952	0.0705099805820304	0.0890244213354498	0	0.0406798418873198
GO:0015079|[MF] potassium ion transmembrane transporter activity	0.749128259327909	0.176402336718623	0.0513466303898151	0	0.0231227735636521
GO:0015081|[MF] sodium ion transmembrane transporter activity	0.95522926419494	0.00822213882915586	0.0365174387127317	0	3.11582631726285e-05
GO:0015087|[MF] cobalt ion transmembrane transporter activity	0.897264274748502	0.0133366108547032	0.0413384787564947	0.0196564649603507	0.0284041706799492
GO:0015093|[MF] ferrous iron transmembrane transporter activity	0.669676834854164	0.0537501794639447	0.0755001616425352	0.200957327481871	0.000115496557484892
GO:0015095|[MF] magnesium ion transmembrane transporter activity	0.892962863204939	0.0607936625796182	0.0378681329564975	0	0.00837534125894548
GO:0015098|[MF] molybdate ion transmembrane transporter activity	0.904585276844331	0.0148246381330092	0.0274746323676538	0.0419646591945666	0.0111507934604388
GO:0015103|[MF] inorganic anion transmembrane transporter activity	0.853673029232037	0.126633700653459	0.0173850630773158	0	0.00230820703718734
GO:0015105|[MF] arsenite transmembrane transporter activity	0.860862793377952	0.0539395043329634	0.0453266596769598	0.0226553958110707	0.0172156468010541
GO:0015109|[MF] chromate transmembrane transporter activity	0.985116947894779	0.0073503665371783	0.00473135710576743	0	0.00280132846227546
GO:0015128|[MF] gluconate transmembrane transporter activity	0.919306987886438	0.000142953753692365	0.0244345374592523	0	0.056115520900617
GO:0015129|[MF] lactate transmembrane transporter activity	0.816524325072055	0.00652791937905144	0.0503888751042051	0	0.126558880444688
GO:0015137|[MF] citrate transmembrane transporter activity	0.898137356117788	0.0515573986149758	0.0007420957420473	0	0.0495631495251886
GO:0015144|[MF] carbohydrate transmembrane transporter activity	0.860494525713228	0.124611240335598	0.0118186494414778	0	0.00307558450969677
GO:0015150|[MF] fucose transmembrane transporter activity	0.908489713412964	0.0421852579034756	0.0281651923618314	0	0.0211598363217285
GO:0015153|[MF] rhamnose transmembrane transporter activity	0.964566419029407	0.00178926636861871	0.0225783344588418	0	0.0110659801431322
GO:0015159|[MF] polysaccharide transmembrane transporter activity	0.986656149561524	0.0076154373548571	0.000377719768486322	0	0.00535069331513279
GO:0015169|[MF] glycerol-3-phosphate transmembrane transporter activity	0.906348075459302	0.0301046233846554	0.0121241697020945	0	0.0514231314539483
GO:0015171|[MF] amino acid transmembrane transporter activity	0.829498579825716	0.165484544061589	0.00138453793956328	0	0.00363233817313185
GO:0015197|[MF] peptide transporter activity	0.908275462958898	0.0847127972448819	0.00685249074742606	0	0.000159249048793669
GO:0015204|[MF] urea transmembrane transporter activity	0.96523619896232	0.0295928742896925	0.000258714770985849	0	0.00491221197700207
GO:0015221|[MF] lipopolysaccharide transmembrane transporter activity	0.800817893852752	0.0424058288566844	0.0596699925249326	0.097098636080042	7.64868558902621e-06
GO:0015225|[MF] biotin transporter activity	0.854294410745428	0.0109702321448394	0.0426922804528829	0.0873713259790207	0.00467175067782869
GO:0015232|[MF] heme transporter activity	0.966160727887076	0.0334347707089126	0.000286428486711218	0	0.000118072917300434
GO:0015233|[MF] pantothenate transmembrane transporter activity	0.930201364341501	0.0033855686347581	0.0398151350888726	0	0.0265979319348687
GO:0015234|[MF] thiamine transmembrane transporter activity	0.854340315983225	0.0450382749414635	0.0621602130268626	0.0324366983396103	0.00602449770883908
GO:0015238|[MF] drug transmembrane transporter activity	0.815301285682205	0.0134894403093739	0.0295834448402619	0.138028779456488	0.00359704971167151
GO:0015288|[MF] porin activity	0.939354173697321	0.0416498985934944	0.00239386995902752	0	0.0166020577501571
GO:0015297|[MF] antiporter activity	0.812123897439908	0.0182584556289958	0.0332955532771708	0.131586505865432	0.00473558778849401
GO:0015299|[MF] solute:proton antiporter activity	0.910152520875868	0.0366633419056605	0.05259923543917	0	0.000584901779301745
GO:0015307|[MF] drug:proton antiporter activity	0.742735859871553	0.0222129970320368	0.0106474164498218	0.169067228686187	0.0553364979604014
GO:0015321|[MF] sodium-dependent phosphate transmembrane transporter activity	0.909230592508743	0.039726121967564	0.0337423870935275	0	0.0173008984301658
GO:0015343|[MF] siderophore transmembrane transporter activity	0.962932278917507	0.00457132424929113	0.0308495257338945	0	0.0016468710993071
GO:0015385|[MF] sodium:proton antiporter activity	0.887115835918012	0.0546954555287766	3.39716464672125e-05	0	0.0581547369067438
GO:0015407|[MF] monosaccharide-transporting ATPase activity	0.855846710349411	0.0994968925237751	0.00978231205447155	0.0229212814341936	0.011952803638149
GO:0015412|[MF] molybdate transmembrane-transporting ATPase activity	0.919065372890446	0.0326538002026075	0.0139574852169898	0	0.0343233416899565
GO:0015413|[MF] nickel-transporting ATPase activity	0.87575877727915	0.0988699609901168	0.00959846572450332	0.0108992177178972	0.00487357828833214
GO:0015415|[MF] phosphate ion transmembrane-transporting ATPase activity	0.690620396638736	0.226639574907437	0.0619814914914426	0	0.0207585369623844
GO:0015416|[MF] organic phosphonate transmembrane-transporting ATPase activity	0.852087599921362	0.108689776710296	0.0363651423050942	0	0.00285748106324798
GO:0015417|[MF] polyamine-transporting ATPase activity	0.823357449495797	0.00892751116795701	0.0618458119033142	0.0072064399770137	0.0986627874559179
GO:0015419|[MF] sulfate transmembrane-transporting ATPase activity	0.943976941141007	0.000814748308804003	0.00108657657899979	0.0536685366105347	0.00045319736065465
GO:0015420|[MF] cobalamin-transporting ATPase activity	0.919161255446096	0.0467613263778411	0.0305504086014465	0	0.00352700957461611
GO:0015424|[MF] amino acid-transporting ATPase activity	0.82771266093062	0.154755421836862	0.017246042154222	0	0.000285875078296545
GO:0015430|[MF] glycerol-3-phosphate-transporting ATPase activity	0.860016214148186	0.0490691666206875	0.039140532405109	0.032721998548517	0.0190520882775
GO:0015450|[MF] P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0.755998889053526	0.175767777973886	0.0561688229255456	0	0.0120645100470423
GO:0015496|[MF] putrescine:ornithine antiporter activity	0.91332792570255	0.0439822820747314	0.00161403752174926	0	0.0410757547009695
GO:0015501|[MF] glutamate:sodium symporter activity	0.956461491153903	1.24498895120656e-05	0.0091418484633995	0	0.0343842104931855
GO:0015556|[MF] C4-dicarboxylate transmembrane transporter activity	0.746734458921705	0.0578258303282156	0.00428264431478228	0.114448245934554	0.0767088205007431
GO:0015558|[MF] p-aminobenzoyl-glutamate uptake transmembrane transporter activity	0.941563670647287	0.0401538156825285	0.00692265479993495	0	0.0113598588702491
GO:0015565|[MF] threonine efflux transmembrane transporter activity	0.683020066559172	0.0867795911376854	0.172533046396422	0.0501664213741383	0.00750087453258264
GO:0015572|[MF] N-acetylglucosamine transmembrane transporter activity	0.638384042228978	0.0522639735328958	0.00293301896803142	0.267607710790627	0.0388112544794682
GO:0015574|[MF] trehalose transmembrane transporter activity	0.873936552374044	0.00246097990169136	0.0423901271499582	0	0.0812123405743069
GO:0015577|[MF] galactitol transmembrane transporter activity	0.814786017918129	0.114006519738703	0.0507303402855661	0	0.0204771220576016
GO:0015591|[MF] D-ribose transmembrane transporter activity	0.861490543358899	0.0654873148632962	0.0713574631004767	0	0.00166467867732849
GO:0015594|[MF] putrescine-importing ATPase activity	0.759182234052332	0.162473571937994	0.0684543992153245	0	0.00988979479434995
GO:0015595|[MF] spermidine-importing ATPase activity	0.759182234052332	0.162473571937994	0.0684543992153245	0	0.00988979479434995
GO:0015604|[MF] organic phosphonate transmembrane transporter activity	0.935061760281235	0.0497538829824039	0.0085763209336076	0	0.0066080358027535
GO:0015612|[MF] L-arabinose-importing ATPase activity	0.894115152611883	0.00298464479210739	0.022627140461556	0.0715874044108717	0.00868565772358228
GO:0015623|[MF] iron-chelate-transporting ATPase activity	0.980300581556533	0.00697134314216949	0.0104357767403366	0	0.00229229856096077
GO:0015627|[CC] type II protein secretion system complex	0.921740855779568	0.0145384409734437	0.0321455623348782	0	0.0315751409121105
GO:0015628|[BP] protein secretion by the type II secretion system	0.921740855779568	0.0145384409734437	0.0321455623348782	0	0.0315751409121105
GO:0015643|[MF] toxic substance binding	0.7557312018055	0.187943866940023	0.0558705393032032	0	0.000454391951272996
GO:0015648|[MF] lipid-linked peptidoglycan transporter activity	0.878049019244946	0.0659922966208074	0.0115222658431611	0.0180949461032213	0.0263414721878644
GO:0015649|[MF] 2-keto-3-deoxygluconate:proton symporter activity	0.922682908649145	0.0263395612397831	0.048198014848034	0	0.00277951526303821
GO:0015655|[MF] alanine:sodium symporter activity	0.824877694667502	0.00958215042491264	0.0318646210514282	0.13043255169146	0.00324298216469738
GO:0015658|[MF] branched-chain amino acid transmembrane transporter activity	0.827830664923534	0.167463477357292	0.0033153254454373	0	0.00139053227373698
GO:0015667|[MF] site-specific DNA-methyltransferase (cytosine-N4-specific) activity	0.923481041480435	0.0434010120387495	0.0234149887559795	0	0.00970295772483566
GO:0015668|[MF] Type III site-specific deoxyribonuclease activity	0.728340648678346	0.0178562929891738	0.122550509471907	0.109202760777419	0.0220497880831548
GO:0015675|[BP] nickel cation transport	0.923708243802241	0.0259730394819403	0.0397918910288152	0	0.0105268256870038
GO:0015693|[BP] magnesium ion transport	0.892101103351264	0.0616907248530636	0.0376559884880883	0	0.00855218330758372
GO:0015700|[BP] arsenite transport	0.860862793377952	0.0539395043329634	0.0453266596769598	0.0226553958110707	0.0172156468010541
GO:0015794|[BP] glycerol-3-phosphate transport	0.95610384472949	0.00161682168335302	0.0262625634561498	0	0.016016770131007
GO:0015821|[BP] methionine transport	0.981205270718409	0.0067059594550535	0.0107008197649975	0	0.00138795006153962
GO:0015833|[BP] peptide transport	0.903515933335291	0.0647937381743921	0.0293808484377211	0	0.00230948005259578
GO:0015846|[BP] polyamine transport	0.770380961235213	0.146390044743588	0.0445543959130964	0	0.0386745981081021
GO:0015886|[BP] heme transport	0.830763308037064	0.00276369994097166	0.157843510234653	0.00627113033398293	0.00235835145332766
GO:0015891|[BP] siderophore transport	0.882025952971408	0.0176794454480928	0.0625946209118243	0	0.0376999806686751
GO:0015914|[BP] phospholipid transport	0.906233238603878	0.000390647330455548	0.0664696371459068	0	0.0269064769197593
GO:0015920|[BP] lipopolysaccharide transport	0.807057096517751	0.0306368694863935	0.0255058722813314	0.130669248134957	0.0061309135795667
GO:0015923|[MF] mannosidase activity	0.781666718765894	8.38623942093152e-05	0.0540724382682483	0.0343018279464126	0.129875152625236
GO:0015926|[MF] glucosidase activity	0.80676496418404	0.162301124802136	0.0240008862558822	0	0.00693302475794142
GO:0015930|[MF] glutamate synthase activity	0.926058768858748	0.0209038930602077	0.0277739267523159	0.0155243558532567	0.00973905547547122
GO:0015934|[CC] large ribosomal subunit	0.847349156340952	0.0751416583001965	0.0124972584029758	0.0454479848039248	0.0195639421519509
GO:0015935|[CC] small ribosomal subunit	0.804434328869236	0.0581301666869675	0.0251679495077653	0.10795616631237	0.00431138862366115
GO:0015936|[BP] coenzyme A metabolic process	0.889833470659112	0.106867449018061	0.00114931545063757	0	0.00214976487218884
GO:0015937|[BP] coenzyme A biosynthetic process	0.748975630617953	0.185966770059	0.0499908594942091	0	0.0150667398288381
GO:0015940|[BP] pantothenate biosynthetic process	0.72894989641863	0.0391389848224726	0.0413952765629226	0.12819587446496	0.062319967731015
GO:0015941|[BP] pantothenate catabolic process	0.764049871318476	0.162623477716768	0.047880003562247	0	0.0254466474025084
GO:0015942|[BP] formate metabolic process	0.923580352065461	0.0194652993507343	0.000406303019240193	0	0.0565480455645649
GO:0015948|[BP] methanogenesis	0.68743622336512	0.027830975286859	0.112249004464517	0	0.172483796883503
GO:0015969|[BP] guanosine tetraphosphate metabolic process	0.794705839823194	0.0339044745695358	0.0264360658687545	0.144895084711219	5.8535027296617e-05
GO:0015976|[BP] carbon utilization	0.868244497496954	0.0368538368916256	0.00829056639324628	0.0795111015011061	0.00709999771706833
GO:0015977|[BP] carbon fixation	0.861846917484335	0.119360433053829	0.0178864214338272	0	0.000906228028009175
GO:0015979|[BP] photosynthesis	0.936291439980306	0.0214208602951636	0.0324686305368937	0	0.00981906918763657
GO:0015986|[BP] ATP synthesis coupled proton transport	0.820445941955069	0.0993179348797876	0.0538122326177187	0	0.0264238905474245
GO:0015991|[BP] ATP hydrolysis coupled proton transport	0.805981795784167	0.0749087380326688	0.0689433054589007	0	0.0501661607242639
GO:0015992|[BP] proton transport	0.956245467536785	0.00167177503097536	0.0365684895532363	1.94222160672977e-15	0.00551426787900118
GO:0015995|[BP] chlorophyll biosynthetic process	0.935049857362267	0.0223203872523347	0.0323691660804987	0	0.0102605893048995
GO:0016002|[MF] sulfite reductase activity	0.96124166915539	0.00308326527055994	0.00633247772833367	0	0.029342587845716
GO:0016020|[CC] membrane	0.858593285467707	0.0717978768034329	0.05139147700824	0.00165876704701988	0.0165585936735999
GO:0016021|[CC] integral component of membrane	0.80722422296698	0.117111668485155	0.0601140452746513	0	0.0155500632732136
GO:0016024|[BP] CDP-diacylglycerol biosynthetic process	0.878215909954678	0.0451137149874203	0.0294960103515691	0	0.0471743647063321
GO:0016032|[BP] viral process	0.787774148773867	0.000953236598801755	0.00209403273615381	0	0.209178581891178
GO:0016036|[BP] cellular response to phosphate starvation	0.859516292107903	0.053447333587412	0.0491535909471687	0	0.0378827833575159
GO:0016040|[MF] glutamate synthase (NADH) activity	0.82792552675977	0.0705162988412611	0.0505816589738178	0	0.0509765154251515
GO:0016051|[BP] carbohydrate biosynthetic process	0.920712731284119	0.00631726786989551	0.0295327580071064	0	0.0434372428388791
GO:0016052|[BP] carbohydrate catabolic process	0.794008040378949	0.117767436796852	0.0692324575221846	0	0.0189920653020141
GO:0016070|[BP] RNA metabolic process	0.861475408303724	0.000207893538142158	0.0756352524560779	0.0253519004448733	0.0373295452571821
GO:0016075|[BP] rRNA catabolic process	0.766193859261078	0.149114936610786	0.0641283809419207	0	0.0205628231862156
GO:0016114|[BP] terpenoid biosynthetic process	0.843039851891745	0.080685168594415	0.0415216074842122	0.0271204558445139	0.00763291618511377
GO:0016149|[MF] translation release factor activity, codon specific	0.88743890357911	0.0585398020549112	0.0466268652463031	0	0.00739442911967591
GO:0016151|[MF] nickel cation binding	0.950139680046268	0.00609496277088961	0.0109538877954795	0.0301897667018416	0.00262170268552085
GO:0016153|[MF] urocanate hydratase activity	0.814523607033636	0.0981625272659591	0.0520804978376694	0	0.035233367862736
GO:0016154|[MF] pyrimidine-nucleoside phosphorylase activity	0.823683317089868	0.0109200286365868	0.0300111275118113	0	0.135385526761734
GO:0016163|[MF] nitrogenase activity	0.589146088655975	0.0845063114897127	0.0263578766707798	0.291280241110968	0.00870948207256492
GO:0016209|[MF] antioxidant activity	0.861796500646882	0.00413741136853673	0.025678932565384	0.0397846274045099	0.0686025280146872
GO:0016226|[BP] iron-sulfur cluster assembly	0.773247932837479	0.139827796300108	0.0827646732344009	0	0.00415959762801148
GO:0016260|[BP] selenocysteine biosynthetic process	0.915107168802554	0.0732491024086508	0.0103724534365552	0	0.00127127535223946
GO:0016298|[MF] lipase activity	0.754359694903627	0.045444025618255	0.00176615238533051	0.172370599783001	0.0260595273097869
GO:0016300|[MF] tRNA (uracil) methyltransferase activity	0.92120837793611	0.0625832597110474	0.000267489713300589	0.00974589073070378	0.00619498190883865
GO:0016301|[MF] kinase activity	0.865163895709499	0.00838540745423607	0.042936663962349	0.0698302243635718	0.0136838085103445
GO:0016310|[BP] phosphorylation	0.593089349836691	0.0578631604194495	0.0268037246833297	0.319906690659693	0.00233707440083639
GO:0016311|[BP] dephosphorylation	0.79210493581401	0.157441171435107	0.0425510011763094	0	0.00790289157457352
GO:0016407|[MF] acetyltransferase activity	0.733667241552442	0.00910640214667236	0.0206243963333752	0.22751379811707	0.00908816185044102
GO:0016410|[MF] N-acyltransferase activity	0.963221578887621	0.0146944904933064	0.0217960276415682	0	0.000287902977504475
GO:0016415|[MF] octanoyltransferase activity	0.933871655128233	3.66761066790348e-05	0.0659451269273753	0	0.000146541837712703
GO:0016429|[MF] tRNA (adenine-N1-)-methyltransferase activity	0.936699510134565	0.0185745773198701	0.0270947737431399	0.0121995564345107	0.00543158236791467
GO:0016430|[MF] tRNA (adenine-N6-)-methyltransferase activity	0.482701499667698	0.00221975946994341	0.0399083286159274	0.381688271274216	0.0934821409722158
GO:0016437|[MF] tRNA cytidylyltransferase activity	0.876919020867974	0.0867040922970283	0.000629598279092139	0.0298815142318631	0.00586577432404226
GO:0016462|[MF] pyrophosphatase activity	0.929693335720593	0.0429412040956182	0.0235804355690035	0	0.00378502461478541
GO:0016485|[BP] protein processing	0.943710963341946	0.00404614308408409	0.00702210446845198	0.0335309483084119	0.0116898407971056
GO:0016491|[MF] oxidoreductase activity	0.824508801834941	0.0543038228186156	0.0407674562357382	0.0698391433548109	0.0105807757558949
GO:0016539|[BP] intein-mediated protein splicing	0.769244726639712	0.0157037759649831	0.162808343399309	0	0.052243153995996
GO:0016597|[MF] amino acid binding	0.884737620295403	0.0321137734821045	0.0338923506600299	0.0421964239451745	0.00705983161728768
GO:0016598|[BP] protein arginylation	0.83780575061506	0.0858086356465706	0.000254879127447581	0.0684653063110455	0.00766542829987632
GO:0016612|[CC] molybdenum-iron nitrogenase complex	0.589146088655975	0.0845063114897127	0.0263578766707798	0.291280241110968	0.00870948207256492
GO:0016614|[MF] oxidoreductase activity, acting on CH-OH group of donors	0.834467309248564	0.066344326563018	0.0329795950690907	0.0606198636929111	0.00558890542641645
GO:0016615|[MF] malate dehydrogenase activity	0.889262318057066	0.0602695097048086	0.0234056464903383	0	0.0270625257477872
GO:0016616|[MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.754870225921346	0.0463257841725915	0.0368045710514878	0.154979843567235	0.00701957528733949
GO:0016620|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0.926401710997635	0.0682296926279524	0.00237158022630036	0	0.00299701614811248
GO:0016624|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	0.984204370988686	0.00208729444466511	0.0117697404685072	0	0.0019385940981414
GO:0016625|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor	0.833037114123074	0.11697247385771	0.025912256793398	0.0195018446654591	0.00457631056035958
GO:0016627|[MF] oxidoreductase activity, acting on the CH-CH group of donors	0.838875035412923	0.100760073240826	0.0457170588381181	0	0.0146478325081328
GO:0016628|[MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	0.820562749461153	0.0734106045743487	0.0200075408671107	0.0860105716703811	8.53342700640959e-06
GO:0016639|[MF] oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	0.90686370497302	0.01947088230915	0.073326116530821	0	0.000339296187009245
GO:0016645|[MF] oxidoreductase activity, acting on the CH-NH group of donors	0.938962645400473	0.0292880990163353	0.00580494656483772	0	0.0259443090183538
GO:0016651|[MF] oxidoreductase activity, acting on NAD(P)H	0.745351834610354	0.17467908424381	0.0530519997060847	0.0268509005028597	6.61809368906589e-05
GO:0016652|[MF] oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor	0.876583600726274	0.12212231426608	0.000861671704976118	0	0.000432413302669446
GO:0016655|[MF] oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	0.918098418779256	0.0350069410796092	0.0364402992358855	0	0.0104543409052487
GO:0016661|[MF] oxidoreductase activity, acting on other nitrogenous compounds as donors	0.873775336294231	0.0553136761896372	0.000330529824362165	0.0687743865596776	0.00180607113209199
GO:0016668|[MF] oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	0.887674318340292	0.0542694662676274	0.05706301697097	0	0.000993198421110156
GO:0016692|[MF] NADH peroxidase activity	0.927167439392932	0.0263823383050021	0.042313488853129	0	0.00413673344893667
GO:0016705|[MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0.934829346847221	0.0650183366021663	0.000116766378601114	0	3.5550172011483e-05
GO:0016722|[MF] oxidoreductase activity, oxidizing metal ions	0.758664276441306	0.0677186634358427	0.0948072376155023	0.0766217149600395	0.00218810754730976
GO:0016726|[MF] oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor	0.879610948289758	0.035194054927684	0.0410127096103804	0.0425259990723633	0.001656288099814
GO:0016730|[MF] oxidoreductase activity, acting on iron-sulfur proteins as donors	0.867149925562691	0.000274981232487974	0.0832465299313532	0	0.0493285632734675
GO:0016740|[MF] transferase activity	0.810065227751167	0.126541506092197	0.0519739751250494	0	0.0114192910315866
GO:0016742|[MF] hydroxymethyl-, formyl- and related transferase activity	0.925067632326171	0.0202833070452712	0.0328374548453041	0	0.0218116057832539
GO:0016743|[MF] carboxyl- or carbamoyltransferase activity	0.995241080794798	0.00367402334191096	0.000259792648188681	0	0.000825103215102411
GO:0016744|[MF] transferase activity, transferring aldehyde or ketonic groups	0.920986929312082	0.0361386501666048	0.00482323859271128	0	0.0380511819286024
GO:0016746|[MF] transferase activity, transferring acyl groups	0.936880753833802	0.0529808918491169	0.00904476695452221	0	0.00109358736255871
GO:0016747|[MF] transferase activity, transferring acyl groups other than amino-acyl groups	0.8353636786574	0.0925109032167336	0.0550338771292546	0	0.0170915409966119
GO:0016755|[MF] transferase activity, transferring amino-acyl groups	0.844891518371921	0.124146403503757	0.0290257450640733	0	0.00193633306024841
GO:0016757|[MF] transferase activity, transferring glycosyl groups	0.747886575194874	0.211602640170865	0.0401607402123001	0	0.000350044421961455
GO:0016758|[MF] transferase activity, transferring hexosyl groups	0.876749374587123	0.0710716059954056	0.0245567071987683	0.0275727785788987	4.9533639804193e-05
GO:0016763|[MF] transferase activity, transferring pentosyl groups	0.919015269812558	0.0128064581083684	0.0282149171444444	0	0.039963354934629
GO:0016765|[MF] transferase activity, transferring alkyl or aryl (other than methyl) groups	0.773654073721205	0.000513463053588034	0.0248736704597036	0.200928495126161	3.02976393423827e-05
GO:0016772|[MF] transferase activity, transferring phosphorus-containing groups	0.826133027988898	0.151901603494117	0.00570340935562652	0	0.016261959161359
GO:0016773|[MF] phosphotransferase activity, alcohol group as acceptor	0.766381769823295	0.145432427301687	0.0808388876592126	0	0.00734691521580598
GO:0016774|[MF] phosphotransferase activity, carboxyl group as acceptor	0.932429035047775	8.3110190850043e-07	0.0627453963546359	0	0.00482473749568101
GO:0016775|[MF] phosphotransferase activity, nitrogenous group as acceptor	0.859975275254593	0.000709327768031714	0.0873005318957756	0	0.0520148650815994
GO:0016776|[MF] phosphotransferase activity, phosphate group as acceptor	0.867964715602338	0.108093678703655	0.019392288237724	0	0.00454931745628314
GO:0016779|[MF] nucleotidyltransferase activity	0.806977049027497	0.036677643339795	0.0460436172073376	0.108630157850909	0.00167153257446142
GO:0016780|[MF] phosphotransferase activity, for other substituted phosphate groups	0.931214114765053	0.0223907773192422	0.0408689399195129	0	0.00552616799619238
GO:0016783|[MF] sulfurtransferase activity	0.818057250189401	0.114120122415117	0.054642443448146	0	0.013180183947336
GO:0016787|[MF] hydrolase activity	0.770493929017086	0.150060260163154	0.0617900246257193	0	0.0176557861940412
GO:0016788|[MF] hydrolase activity, acting on ester bonds	0.885046247006697	0.0268964833422008	0.0499264758967664	0.0259619285324374	0.0121688652218988
GO:0016790|[MF] thiolester hydrolase activity	0.864181268996696	0.108296286876401	0.018432623617043	0	0.00908982050985989
GO:0016791|[MF] phosphatase activity	0.993078906685242	0.0019119995781227	4.0849317780725e-05	0	0.00496824441885475
GO:0016798|[MF] hydrolase activity, acting on glycosyl bonds	0.696576499701279	0.0644077355308686	0.150128548967536	0	0.0888872158003168
