Residuals	timepoint	number_of_pups_scaled	lipocalin2_pg_ml_scaled	genotype
K03048|DNA-directed RNA polymerase subunit delta	0.532950067257538	0.440182173763974	0.0264562933494618	0.000411465629026157	0
K03060|DNA-directed RNA polymerase subunit omega [EC.2.7.7.6]	0.586583083184727	0.359565085212346	0.0531531833125113	0.000698648290415708	0
K03070|preprotein translocase subunit SecA	0.629053612316847	0.346372411642473	0.0241957990251398	0.000378177009937898	5.60304172170596e-12
K03072|preprotein translocase subunit SecD	0.506161995069307	0.47539705952823	0.0181332677371664	0.000307677665296807	0
K03073|preprotein translocase subunit SecE	0.934882381626165	0.00302828692524374	0.0288977324254211	5.26811618937947e-06	0.0331863309069804
K03074|preprotein translocase subunit SecF	0.928326513589566	0.066270528664284	1.10149903286857e-05	0.00539194275582111	1.53496817304537e-21
K03075|preprotein translocase subunit SecG	0.828929074592989	0.155654376654853	0.00124004136278596	0.0141765073893521	2.01249116489101e-14
K03076|preprotein translocase subunit SecY	0.804822408521509	0.194137229181184	0.00037406304408898	0.000666299253215052	2.4601817507028e-15
K03077|L-ribulose-5-phosphate 4-epimerase [EC.5.1.3.4]	0.928299902996389	0.0644531152565203	0.000740545777254255	0.0065064359698365	0
K03086|RNA polymerase primary sigma factor	0.879596427924407	0.0515371478205922	0.0461615845113368	0.0227048397436641	0
K03088|RNA polymerase sigma-70 factor, ECF subfamily	0.810144551132745	0.138043351191581	0.0182248668176298	0.0151308733925482	0.0184563574654968
K03091|RNA polymerase sporulation-specific sigma factor	0.693551877815063	0.280429467745992	0.0251245545010212	0.000894099880016859	5.79069699999849e-11
K03092|RNA polymerase sigma-54 factor	0.750060805796451	0.224870729927292	0.0234445677126337	0.00162389656362331	0
K03095|SprT-like protein	0.378861030093348	0.607831813856047	0.0122206450006091	0.00108651104999619	0
K03100|signal peptidase I [EC.3.4.21.89]	0.711755862323967	0.259211446732868	0.0290324358750748	2.55068090320737e-07	0
K03101|signal peptidase II [EC.3.4.23.36]	0.794744583313336	0.180070044537013	0.0250489512496709	0.000136420899979868	0
K03106|signal recognition particle subunit SRP54 [EC.3.6.5.4]	0.866648894274193	0.127556245350542	0.00270979058195175	0.00308506979331238	3.33227591610197e-16
K03110|fused signal recognition particle receptor	0.659015693309261	0.330954692814828	0.0100218377175041	7.77615839957059e-06	7.93646267994744e-15
K03111|single-strand DNA-binding protein	0.705751114005695	0.286940901898759	0.00638785450059272	0.0009201295949527	0
K03113|translation initiation factor 1	0.969682405898346	0.0238316882337892	0.00634010802164621	0.000145797846218273	0
K03116|sec-independent protein translocase protein TatA	0.551533484814058	0.42284080898071	0.0212520746900616	0.00437363151355227	1.61820948059956e-12
K03117|sec-independent protein translocase protein TatB	0.426123858505524	0.543955720745954	0.0297369814257346	0.000183439322787966	0
K03118|sec-independent protein translocase protein TatC	0.512119173004911	0.477042028865152	0.00784724248209638	0.00299155564784024	5.31493345661324e-16
K03147|phosphomethylpyrimidine synthase [EC.4.1.99.17]	0.626173834722365	0.373046623424448	3.45272972671093e-05	0.000745014555919627	0
K03149|thiazole synthase [EC.2.8.1.10]	0.53582109062315	0.455414578980977	0.00528640375356254	0.00347792664230968	0
K03150|2-iminoacetate synthase [EC.4.1.99.19]	0.945880383188704	0	0.0535871933952543	0.000532423416041388	0
K03151|thiamine biosynthesis protein ThiI	0.444182566518606	0.537820028428933	0.0170662659345002	0.000931139117957786	2.258797276931e-15
K03152|4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis	0.646859221790496	0.345604240776404	0.00703367747750875	0.000502859925040589	3.05513658053995e-11
K03154|sulfur carrier protein	0.54048936184602	0.436723622076582	0.0225775483170734	0.000209467760324369	0
K03168|DNA topoisomerase I	0.953719111195679	0.016019397668965	0.0290088582981366	0.00125263283721926	0
K03169|DNA topoisomerase III	0.844058103882388	0.0849199357403085	0.0676085441317676	0.00341341624482596	7.09727934922993e-13
K03177|tRNA pseudouridine synthase B	0.72325703802417	0.262156685097847	0.0132682342523712	0.0013180426256108	4.66390064970535e-16
K03182|4-hydroxy-3-polyprenylbenzoate decarboxylase [EC.4.1.1.98]	0.715489301987313	0.268745413880507	0.00954757200780499	0.00621771212437515	0
K03183|demethylmenaquinone methyltransferase | 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC.2.1.1.163 2.1.1.201]	0.741067373290388	0.231869403315401	0.0270447717340159	1.84516590934686e-05	1.10162071015468e-12
K03186|flavin prenyltransferase [EC.2.5.1.129]	0.55548895714563	0.439181647153238	0.0033695685449288	0.00195982713958971	1.66143044641294e-11
K03187|urease accessory protein	0.498675837175243	0.475435096084753	0.0183906705669583	0.00749839617304596	0
K03188|urease accessory protein	0.562637912325476	0.411014694783218	0.0240182276207671	0.00232916527053884	0
K03189|urease accessory protein	0.502538390969362	0.487765389435786	0.00149526951867607	0.00820095007617566	0
K03190|urease accessory protein	0.55791389647948	0.440751337266691	0.00127560592426777	5.91603164906408e-05	1.30704826865735e-11
K03205|type IV secretion system protein VirD4	0.823676498463262	0.17137929822532	0.00375307103536559	0.00119113227520147	8.51094433032141e-13
K03210|preprotein translocase subunit YajC	0.678902793644044	0.288512869530994	0.0325015192464699	8.28175784914684e-05	0
K03215|RNA methyltransferase, TrmA family	0.691405161901007	0.291132381293239	0.0171338619822117	0.000328594821947548	1.59506797538493e-12
K03216|RNA methyltransferase, TrmH family, group 2	0.662384065146803	0.292174858032463	0.0454068313740333	3.42454467002142e-05	0
K03217|YidC|Oxa1 family membrane protein insertase	0.759090938405054	0.237991403394074	0.000492335744053337	0.00242532245681794	0
K03218|RNA methyltransferase, TrmH family	0.853353086656809	0.145565503821653	0.000181895577157563	0.000899511564510332	2.37986987606519e-09
K03269|UDP-2,3-diacylglucosamine hydrolase [EC.3.6.1.54]	0.628370341615659	0.35911300284148	0.0124936396829527	2.30156281469574e-05	2.31762202091545e-10
K03270|3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC.3.1.3.45]	0.973134669986935	2.09921446820467e-16	0.0154319230386123	0.011433406974452	0
K03271|D-sedoheptulose 7-phosphate isomerase [EC.5.3.1.28]	0.531822734731285	0.457325911290826	0.0105071774445138	0.000344176533374497	0
K03272|D-beta-D-heptose 7-phosphate kinase | D-beta-D-heptose 1-phosphate adenosyltransferase [EC.2.7.1.167 2.7.7.70]	0.517135381288967	0.471715080404185	0.00994909995558688	0.00120043835010888	1.15257114619514e-12
K03273|D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC.3.1.3.82 3.1.3.83]	0.527179934850027	0.443162309361746	0.0295314622058112	0.000126293582416202	0
K03281|chloride channel protein, CIC family	0.977100165045653	0.0143370616554975	0.00106385075727004	0.00749892254137453	2.0535397149768e-13
K03282|large conductance mechanosensitive channel, MscL family	0.625638317780027	0.354815790342874	0.0192074009031598	0.000338490973627837	3.10801430408806e-13
K03284|metal ion transporter, MIT family	0.79652630867733	0.198313910263156	0.00099557016907122	0.00416421089044285	0
K03292|glycoside|pentoside|hexuronide:cation symporter, GPH family	0.951439949709674	0	0.0239784874364599	0.0245815628538658	0
K03294|basic amino acid|polyamine antiporter, APA family	0.485043666766393	0.496429208665334	0.0183529960984257	0.000174128469845909	1.59585412804695e-15
K03296|hydrophobic|amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	0.661356665241868	0.330241206507636	0.00820180248482049	0.000200325765675132	9.94585563209801e-17
K03301|ATP:ADP antiporter, AAA family	0.547350400744079	0.437383634732427	0.0121360704694951	0.00312989405399949	0
K03303|lactate transporter, LctP family	0.559232292897413	0.421633923797851	0.0174311151162805	0.00170266818845549	0
K03304|tellurite resistance|dicarboxylate transporter, TDT family	0.575228941078102	0.410406428884892	0.0123277060598717	0.00203692397713448	0
K03305|proton-dependent oligopeptide transporter, POT family	0.941963207048968	0	0.0569817836209242	0.00105500933010806	0
K03306|inorganic phosphate transporter, PiT family	0.69696559643262	0.291957365435778	0.0108664223756331	0.00021061575596902	2.33619518374511e-17
K03307|solute:Na+ symporter, SSS family	0.987915600061435	0	0.00752557295659685	0.00455882698196832	0
K03308|neurotransmitter:Na+ symporter, NSS family	0.563606922431841	0.434655794227464	0.00068670749569117	0.0010505758450044	0
K03310|alanine or glycine:cation symporter, AGCS family	0.564342848774423	0.418041864950553	0.0106617196904708	0.00695356658455334	0
K03312|glutamate:Na+ symporter, ESS family	0.918903257803627	0.0546348093328758	0.0144899090715277	0.0119720237918182	1.51494389512111e-13
K03313|Na+:H+ antiporter, NhaA family	0.577094001671561	0.421832862548234	0.00102385739126457	4.92783889407803e-05	0
K03315|Na+:H+ antiporter, NhaC family	0.542915058308574	0.432992428436847	0.0237348947269071	0.00035761852767182	0
K03320|ammonium transporter, Amt family	0.963560226128959	0	0.0260780690538509	0.0103617048171902	0
K03324|phosphate:Na+ symporter, PNaS family	0.518512583194646	0.476492139573884	0.00336454743939119	0.00163072979207844	0
K03326|C4-dicarboxylate transporter, DcuC family	0.887321094218857	0.00441004595595888	0.0539980603865982	0.00638552995595002	0.0478852694826356
K03327|multidrug resistance protein, MATE family	0.887533043597968	0.0218675526132413	0.0905729843274058	2.64194612914124e-05	9.30983707686856e-14
K03332|fructan beta-fructosidase [EC.3.2.1.80]	0.655083564625296	0.303608445964255	0.025313520885707	0.00194867237865019	0.014045796146092
K03335|inosose dehydratase [EC.4.2.1.44]	0.731756989186779	0.254026344341299	0.0125845019954828	0.0016321644764387	0
K03336|3D-(3,5|4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC.3.7.1.22]	0.865149340567487	0.0703234545529065	0.0214730559517618	0.000358960998316619	0.0426951879295284
K03340|diaminopimelate dehydrogenase [EC.1.4.1.16]	0.735831053070397	0.184735529998642	0.0264969133277853	6.09598833788695e-05	0.0528755437197965
K03385|nitrite reductase (cytochrome c-552) [EC.1.7.2.2]	0.585287433812511	0.37539254598655	0.00275975320386396	0.0365602669970755	0
K03386|peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC.1.11.1.15]	0.910592243637476	0.0829810290675143	0.00386712446611018	0.00255960282889916	0
K03388|heterodisulfide reductase subunit A [EC.1.8.98.1]	0.931442860722423	0	0.0685266741785174	3.04650990592245e-05	0
K03389|heterodisulfide reductase subunit B [EC.1.8.98.1]	0.965191698467375	0.0165196058225708	0.00358301355916539	0.0147056821507855	1.033780295198e-13
K03402|transcriptional regulator of arginine metabolism	0.897367846811443	0.0292624823531068	0.00578125336089883	0.0675884174730546	1.49681121899947e-12
K03406|methyl-accepting chemotaxis protein	0.531281018171645	0.455144960554108	0.0129860612538455	0.000587960020400972	0
K03407|two-component system, chemotaxis family, sensor kinase CheA [EC.2.7.13.3]	0.51004822813877	0.475500776074437	0.0111785317851467	0.00327246400164619	0
K03408|purine-binding chemotaxis protein CheW	0.891312265555747	0.101252649675328	0.000376883998661031	0.00705820077026433	0
K03410|chemotaxis protein CheC	0.805990457699299	0.174177839649893	0.000138728133641765	0.0196929745147992	2.36708359138503e-12
K03411|chemotaxis protein CheD [EC.3.5.1.44]	0.94788892896266	0.0328075859947914	0.0081986840813797	0.0111048009611688	0
K03412|two-component system, chemotaxis family, response regulator CheB [EC.3.1.1.61]	0.535204375711239	0.4565091443988	0.00562685626921553	0.00265962362067634	6.85592215065635e-14
K03413|two-component system, chemotaxis family, response regulator CheY	0.55243027177656	0.303906861639977	0.00933095468044455	0.0444978429044123	0.0898340689986065
K03415|two-component system, chemotaxis family, response regulator CheV	0.512222281580199	0.482756345792261	0.00125171862538713	0.00376965400215323	0
K03424|TatD DNase family protein	0.569468613822493	0.423596262846287	0.00679756401384435	0.000137559317375254	0
K03426|NAD+ diphosphatase [EC.3.6.1.22]	0.787759900063964	0.153938606917408	0.00154476472453527	0.0567567282245219	6.95711162185417e-11
K03427|type I restriction enzyme M protein	0.984826842646832	0.0141495806072555	0.000907504824107369	0.000116071921804737	0
K03429|processive 1,2-diacylglycerol beta-glucosyltransferase [EC.2.4.1.315]	0.920744574414441	0.0734886896086974	0.000580566785728193	0.00518616919113361	1.27611770498128e-19
K03431|phosphoglucosamine mutase [EC.5.4.2.10]	0.609665303436673	0.36392906659438	0.0261758463069367	0.000229783661943964	6.67035514826696e-14
K03437|RNA methyltransferase, TrmH family	0.899485271785323	0.092543689975107	0.000112328597196701	0.00785870943443366	2.07939218533669e-10
K03438|S-adenosyl-methyltransferase	0.704999999084479	0.268798026582612	0.0260709876149348	0.000130986368534773	3.494399085294e-10
K03439|tRNA (guanine-N7-)-methyltransferase	0.669645400178211	0.298413538623875	0.0300100613291004	0.00193099986881428	0
K03442|small conductance mechanosensitive ion channel, MscS family	0.926815578609312	0.0663305172116872	0.000558492074104716	0.00629541210486538	3.06896914048613e-14
K03449|MFS transporter, CP family, cyanate transporter	0.582466495809207	0.399410527735465	0.0162744490293706	0.00184852742595752	0
K03451|betaine|carnitine transporter, BCCT family	0.97773533197458	0	0.0113963755548932	0.0108682924705265	0
K03453|bile acid:Na+ symporter, BASS family	0.968778695634699	0	0.0310343896329945	0.000186914732306706	0
K03455|monovalent cation:H+ antiporter-2, CPA2 family	0.529972561925011	0.469080678004984	0.000107303942094467	0.000839456127910533	0
K03465|thymidylate synthase (FAD) [EC.2.1.1.148]	0.588166000791149	0.399224125038265	0.00787649430458142	0.0047333798660041	0
K03466|DNA segregation ATPase FtsK|SpoIIIE, S-DNA-T family	0.941047268586969	0.0548932415556501	0.000194768915948668	0.003864720941318	1.14180083686826e-13
K03469|ribonuclease HI [EC.3.1.26.4]	0.828378968691666	0.163244300920453	0.00837541550969061	1.31487819047537e-06	6.14059606331824e-17
K03470|ribonuclease HII [EC.3.1.26.4]	0.870442180971949	0.12251661472032	0.00661327798883578	0.000427926318894643	0
K03473|erythronate-4-phosphate dehydrogenase [EC.1.1.1.290]	0.967679324184728	0.0315878651070685	6.75136672263516e-05	0.000665297040977481	0
K03474|pyridoxine 5-phosphate synthase [EC.2.6.99.2]	0.591943305985794	0.393737352179653	0.0124733590234265	5.68174784147921e-05	0.00178916533271124
K03475|PTS system, ascorbate-specific IIC component	0.861704135591766	0.101492381662108	0.00139035853147923	0.00476925670397917	0.0306438675106683
K03476|L-ascorbate 6-phosphate lactonase [EC.3.1.1.-]	0.582979231702972	0.293914065968353	0.0525784867524168	0.00492455980494449	0.0656036557713129
K03483|mannitol operon transcriptional antiterminator	0.943169878979118	0.0531440240371391	3.34032225368983e-05	0.00365269376120588	0
K03484|LacI family transcriptional regulator, sucrose operon repressor	0.710413943074991	0.243422612626239	0.0461164363392098	4.70079595595479e-05	0
K03486|GntR family transcriptional regulator, trehalose operon	0.6859829245462	0.273038989821719	0.0407076652987354	0.000270420333076248	2.6969295328596e-13
K03495|glucose inhibited division protein A	0.70673535215512	0.287725089320614	0.002996977440835	0.00254258108343092	0
K03496|chromosome partitioning protein	0.565997139149395	0.388958518493623	0.0104612068345257	0.00993444843544558	0.0246486870870107
K03497|chromosome partitioning protein, ParB family	0.930625922284748	0.0676643892380387	0.00014189065856958	0.00156779781723972	1.40439732797071e-12
K03498|trk system potassium uptake protein TrkH	0.49397967834704	0.495447849747281	0.00835450760041916	0.0022179643052601	0
K03499|trk system potassium uptake protein TrkA	0.601961207753452	0.392077364633855	0.00261074709119463	0.00335068052145815	3.96775967968569e-14
K03500|ribosomal RNA small subunit methyltransferase B	0.93393666874511	0.0602698660758513	0.00013423741699754	0.00565922776204097	0
K03501|glucose inhibited division protein B	0.628983510874306	0.336329712746501	0.0332541185131401	0.00143265786605278	0
K03502|DNA polymerase V	0.9224544709144	0.0743688504617061	6.99787018976693e-06	0.0031696804985022	2.55201917507133e-10
K03517|quinolinate synthase [EC.2.5.1.72]	0.983808762680625	0	0.0116883820660109	0.00450285525336424	0
K03518|carbon-monoxide dehydrogenase small subunit [EC.1.2.7.4]	0.797121781320342	0.152870723291206	0.0497153600909375	0.000292135295374884	2.14058458135637e-12
K03521|electron transfer flavoprotein beta subunit	0.929363484225624	0.0285218779106697	0.000780129484529765	0.0172678790990618	0.0240666292801149
K03522|electron transfer flavoprotein alpha subunit	0.890162876099037	0.0991038473659174	0.00169917882128267	0.00903409549797816	2.21578489777717e-09
K03523|biotin transport system substrate-specific component	0.888899835593157	0.0858627685892292	0.00271134403704937	0.0100673030498353	0.0124587487307295
K03524|BirA family transcriptional regulator, biotin operon repressor | biotin-[acetyl-CoA-carboxylase] ligase [EC.6.3.4.15]	0.659000375138428	0.328880211441249	0.0110608305336286	0.00105858288669449	0
K03525|type III pantothenate kinase [EC.2.7.1.33]	0.539498404892338	0.45651292317253	1.82689993949177e-05	0.00397040293573226	4.39089605400682e-15
K03526|(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC.1.17.7.1 1.17.7.3]	0.53192830856888	0.466141822152897	0.00139020707058473	0.000539662207631278	6.59060394180668e-15
K03527|4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC.1.17.7.4]	0.69389643811298	0.296581726947305	0.00806278372196221	0.00145905121775257	0
K03530|DNA-binding protein HU-beta	0.955484964754943	0.0124144343608835	0.0319790545320427	0.000121546352130577	9.50455320118756e-18
K03531|cell division protein FtsZ	0.687441208156211	0.274165129329883	0.037636954792149	0.000756707720749542	1.0072055609812e-12
K03534|L-rhamnose mutarotase	0.958139910913576	0.0413734378442152	0.000211678057515363	0.000274973137485022	4.72084444180628e-11
K03536|ribonuclease P protein component	0.572569717977854	0.392004933435053	0.0351053803799827	0.000319968198046323	9.06428691696396e-12
K03544|ATP-dependent Clp protease ATP-binding subunit ClpX	0.700092943101008	0.288060314045021	0.0118142078792638	3.25349730154719e-05	1.69124985177969e-12
K03545|trigger factor	0.621281772112618	0.348683475638669	0.0292051298277106	0.000829622421002805	0
K03546|exonuclease SbcC	0.929215191050254	0.064880754349969	7.37182024971366e-05	0.00583033639727984	0
K03547|exonuclease SbcD	0.938975002620926	0.0574070758114307	2.1469175848259e-06	0.00361577464862885	1.43011102050871e-12
K03549|KUP system potassium uptake protein	0.629192655053379	0.339550430128699	0.0308190054316992	0.000437909386222598	0
K03550|holliday junction DNA helicase RuvA [EC.3.6.4.12]	0.690636200940074	0.286527972995468	0.0224047027150603	0.000431123349271485	1.25970071390366e-13
K03551|holliday junction DNA helicase RuvB [EC.3.6.4.12]	0.697666754458919	0.274172626920011	0.0281355984373507	2.50201799295281e-05	3.78972083066936e-12
K03553|recombination protein RecA	0.562307919988012	0.416698238085677	0.0207302667062853	0.000263575220025501	0
K03555|DNA mismatch repair protein MutS	0.760465958510652	0.236799979648808	0.000169269043178436	0.00256479279736191	7.9057881444335e-22
K03559|biopolymer transport protein ExbD	0.594340936801584	0.398426108587235	0.00683267241734851	0.000400282193832472	0
K03561|biopolymer transport protein ExbB	0.944927948573688	0.0427005901216799	0.00939720674432331	0.00297425424993815	3.10370973876442e-10
K03562|biopolymer transport protein TolQ	0.960733111434593	0	0.000344790675137285	0.0389220978902697	0
K03563|carbon storage regulator	0.57989257597375	0.418146905339219	0.0019582967913413	2.22189421514919e-06	1.47441858632148e-12
K03564|peroxiredoxin Q|BCP	0.481815185803647	0.476861658935291	0.0115616930869137	0.00253022816040066	0.0272312340137477
K03565|regulatory protein	0.58816826450092	0.390063862884617	0.0215196729099862	0.000248199704476654	0
K03569|rod shape-determining protein MreB and related proteins	0.782523702972861	0.151722333232428	0.00456108459033416	0.0611928792038782	4.9859513094436e-13
K03570|rod shape-determining protein MreC	0.628076009906034	0.371064793057443	0.000500372889502392	0.000358824146986424	3.43352573248991e-14
K03571|rod shape-determining protein MreD	0.679396649987352	0.294242221254948	0.025769668339427	0.000591460416529209	1.74397970000873e-12
K03572|DNA mismatch repair protein MutL	0.80074904858503	0.198351550661524	0.000232110106148469	0.000667290647276692	2.11545746489086e-14
K03575|A|G-specific adenine glycosylase [EC.3.2.2.-]	0.478650444491512	0.509566365086467	0.0100826433061479	0.00170054710162904	1.42440257127258e-11
K03584|DNA repair protein RecO (recombination protein O)	0.58821943097373	0.408681634028647	0.00267468499323354	0.000424250004389064	0
K03585|membrane fusion protein, multidrug efflux system	0.989878846572599	0	0.00903134930367187	0.00108980412372963	0
K03587|cell division protein FtsI (penicillin-binding protein 3)	0.977844312561569	0	0.00104458028627745	0.0211111071521538	0
K03588|cell division protein FtsW	0.752346621365635	0.226036670639362	0.00296790030314175	0.0186488076910114	8.5005278613631e-13
K03589|cell division protein FtsQ	0.552976885324	0.4242886953476	0.022730625901441	3.79342695354929e-06	5.57622860204678e-15
K03590|cell division protein FtsA	0.563825719182133	0.362633498530991	0.0154154181279464	0.0581253641561827	2.74737774007668e-12
K03593|ATP-binding protein involved in chromosome partitioning	0.513061475920649	0.476622846233618	0.00987456992891785	0.000441107915988428	8.27043553047733e-13
K03594|bacterioferritin [EC.1.16.3.1]	0.827477059127561	0.0690355422039879	5.48660284213718e-05	0.026288084535065	0.077144448104965
K03595|GTP-binding protein Era	0.602537944071263	0.396262569169625	0.00106998970228032	0.000129497056505717	3.25490653200278e-13
K03596|GTP-binding protein LepA	0.600382366356026	0.371443406168128	0.028075649743868	9.85777301467463e-05	1.83075162437845e-12
K03601|exodeoxyribonuclease VII large subunit [EC.3.1.11.6]	0.687039407255249	0.286236151438206	0.0262417404402532	0.000482700866290967	0
K03602|exodeoxyribonuclease VII small subunit [EC.3.1.11.6]	0.549230248142597	0.432907237395821	0.0176607298136149	0.000201784647933851	3.26903120265657e-14
K03608|cell division topological specificity factor	0.604902712614039	0.379428774966029	0.0154812965435979	0.000187215876333939	0
K03609|septum site-determining protein MinD	0.914232101363239	0.0790177380878977	1.52827738147709e-08	0.00675014526594431	1.44747237877585e-13
K03610|septum site-determining protein MinC	0.918814316614037	0.074540286621588	0.000117817024999569	0.00652757973937535	9.33649510197361e-18
K03612|electron transport complex protein RnfG	0.987187370024859	0	0.00318813409656327	0.00962449587857817	0
K03613|electron transport complex protein RnfE	0.986856207760385	0	0.000211001426134228	0.0129327908134813	0
K03614|electron transport complex protein RnfD	0.962910401880477	0	0.0351841776390578	0.00190542048046544	0
K03615|electron transport complex protein RnfC	0.991648096951619	0	6.26262994164677e-05	0.00828927674896444	0
K03617|electron transport complex protein RnfA	0.908086751357746	0.0834977136100647	0.0020871095856106	0.00632842544606114	5.17079469991983e-13
K03620|Ni|Fe-hydrogenase 1 B-type cytochrome subunit	0.557596402274717	0.435408847308422	0.00492152723900688	0.00207322312552187	5.23321861353755e-11
K03621|glycerol-3-phosphate acyltransferase PlsX [EC.2.3.1.15]	0.600622231351457	0.363439812191284	0.0340910679155666	0.00184688854160417	8.91018813594495e-14
K03624|transcription elongation factor GreA	0.623695074423397	0.371668343302439	0.00448471025211208	0.000151872022027961	2.36887266480381e-14
K03625|N utilization substance protein B	0.697215491399964	0.283270109467875	0.0186804739381089	0.000833925193832233	2.20141290838032e-13
K03628|transcription termination factor Rho	0.953626578675873	0.0363053792532208	0.0100680418715301	1.99376604855001e-10	0
K03629|DNA replication and repair protein RecF	0.62318228434345	0.340956362477354	0.0358608492885855	5.0389061023387e-07	0
K03630|DNA repair protein RadC	0.993272270253565	0	0.0013157860149404	0.00541194373149446	0
K03631|DNA repair protein RecN (Recombination protein N)	0.651002010283284	0.338855635930548	0.00965498768136432	0.000487366104803761	0
K03634|outer membrane lipoproteins carrier protein	0.577556750106707	0.409411492494604	0.0123362830072644	0.000695474391422142	1.78303420404708e-15
K03635|molybdopterin synthase catalytic subunit [EC.2.8.1.12]	0.572453665283288	0.425420097481804	0.000924727757412159	0.0012015094734076	4.08805790420544e-12
K03637|cyclic pyranopterin phosphate synthase [EC.4.1.99.18]	0.521034292241839	0.46176595984587	0.0115904620753969	0.00560928583688963	4.6859014438999e-15
K03639|cyclic pyranopterin phosphate synthase [EC.4.1.99.18]	0.56119162447332	0.422217945206825	0.016579079419764	1.13509000911249e-05	0
K03641|TolB protein	0.519039194349774	0.473904511615274	0.00653988115552325	0.000516412879428442	0
K03644|lipoyl synthase [EC.2.8.1.8]	0.992358234513069	0	0.00639923981518277	0.00124252567174831	0
K03648|uracil-DNA glycosylase [EC.3.2.2.27]	0.616764411443275	0.366978274753645	0.014630271626582	0.00162704217649815	0
K03650|tRNA modification GTPase	0.791596457469917	0.183833433646252	0.0231771775294356	0.00139293135439512	0
K03652|DNA-3-methyladenine glycosylase [EC.3.2.2.21]	0.51580058194503	0.464487198184378	0.018930438276326	0.00078178159424503	2.10831881413211e-14
K03654|ATP-dependent DNA helicase RecQ [EC.3.6.4.12]	0.7770517174572	0.191000290732214	0.0318551753591999	9.28164513845484e-05	8.70523359002711e-16
K03655|ATP-dependent DNA helicase RecG [EC.3.6.4.12]	0.552368061197054	0.44156779115353	3.61889063529436e-05	0.0060279587430633	0
K03657|DNA helicase II | ATP-dependent DNA helicase PcrA [EC.3.6.4.12]	0.64499132527166	0.352178262053415	0.00247524081053305	0.000355171864391592	0
K03658|DNA helicase IV	0.550565118774881	0.440124783886629	0.00601853114221884	0.00329156619627067	0
K03660|N-glycosylase|DNA lyase [EC.3.2.2.- 4.2.99.18]	0.920106021603279	0.0710980427237763	0.00120795414851441	0.00758798152440237	2.81175003294095e-14
K03664|SsrA-binding protein	0.684995477326526	0.294477315681549	0.0204371468758517	9.00601160630513e-05	1.09395110886223e-14
K03665|GTP-binding protein HflX	0.984054153442723	0.000742464587472408	0.00126201832642841	0.0139413636431998	1.76434273559862e-13
K03666|host factor-I protein	0.906290872364757	0.0746486528637912	3.1773770946384e-05	0.0190287009986155	1.88984901784782e-12
K03667|ATP-dependent HslUV protease ATP-binding subunit HslU	0.514097362825652	0.476921065676968	0.00846884864813713	0.000512722849220056	2.23504169491533e-14
K03671|thioredoxin 1	0.937068097201837	0.0482907027174595	0.00970885251148251	0.00493234756879086	4.30072097564773e-13
K03685|ribonuclease III [EC.3.1.26.3]	0.631310412802462	0.33507534551176	0.0332323034594394	0.000381938226215452	1.23462745304671e-13
K03686|molecular chaperone DnaJ	0.584583575869849	0.383335833441406	0.0312517283120245	0.000828862376720765	0
K03687|molecular chaperone GrpE	0.758348044950443	0.230228385534913	0.0109273019907991	0.000496267472510328	5.1333890292806e-11
K03694|ATP-dependent Clp protease ATP-binding subunit ClpA	0.5386799595589	0.450079936615061	0.0103975768589603	0.000842526967079494	0
K03695|ATP-dependent Clp protease ATP-binding subunit ClpB	0.81721923873748	0.143919493810529	0.0266468264649401	0.00474250684729708	0.0074719341397535
K03696|ATP-dependent Clp protease ATP-binding subunit ClpC	0.91699216011542	0.0229123747111899	0.0591504167496508	0.000945048423681513	5.749925994436e-14
K03700|recombination protein U	0.426364347704804	0.559379800002355	0.0116174340055185	0.00263841828732211	1.70530032711806e-16
K03701|excinuclease ABC subunit A	0.950566952978234	0.024958842983701	0.0241926807577489	0.000281523280315796	0
K03702|excinuclease ABC subunit B	0.607674851260029	0.366589538723614	0.0249505860001248	0.000785024016231828	0
K03703|excinuclease ABC subunit C	0.856703275271478	0.13735680636914	0.00519283463183574	0.000747083725923025	1.62351894523227e-12
K03704|cold shock protein (beta-ribbon, CspA family)	0.653103855133403	0.324718341182802	0.0221617971105477	1.60065729689815e-05	2.78893119721511e-13
K03705|heat-inducible transcriptional repressor	0.52084730424541	0.458313643975189	0.020791745112773	4.73066666274888e-05	0
K03706|transcriptional pleiotropic repressor	0.950796789507169	0.0289330649302321	0.0106984359209899	0.00957170964160929	0
K03710|GntR family transcriptional regulator	0.683284807073223	0.2780787040885	0.038607321078042	2.91677602142104e-05	2.14129953986197e-14
K03711|Fur family transcriptional regulator, ferric uptake regulator	0.583252662857256	0.401256741363994	0.0120559092210819	0.00343468655766827	0
K03718|Lrp|AsnC family transcriptional regulator, regulator for asnA, asnC	0.932117238293851	0.0621053243289385	0.000122938443721448	0.00565449893348904	0
