feature	s__GGB30286_SGB43248	s__GGB30301_SGB43265	s__GGB30302_SGB43266	s__GGB30302_SGB43267	s__GGB30303_SGB43268	s__GGB30413_SGB43452	s__Atopobiaceae_bacterium_FL090493	s__Adlercreutzia_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__GGB30048_SGB42949	s__Bacteria_unclassified_SGB41586	s__bacterium_0_1xD8_82	s__bacterium_1XD42_1	s__bacterium_1XD42_54	s__bacterium_1XD42_76	s__bacterium_1xD8_48	s__bacterium_D16_29	s__bacterium_D16_54	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB31171_SGB44462	s__GGB28955_SGB41663	s__GGB28887_SGB41568	s__GGB28888_SGB41569	s__GGB28904_SGB41597	s__GGB28948_SGB41654	s__Bacteroidaceae_bacterium	s__Bacteroides_acidifaciens	s__Bacteroides_caecimuris	s__Bacteroides_uniformis	s__GGB28265_SGB40817	s__GGB24132_SGB35935	s__GGB24146_SGB35950	s__GGB24149_SGB35953	s__GGB27872_SGB40306	s__GGB27873_SGB40307	s__GGB27885_SGB40319	s__GGB27890_SGB40324	s__GGB27892_SGB40326	s__GGB27893_SGB40327	s__Duncaniella_dubosii	s__Duncaniella_freteri	s__Duncaniella_muris	s__GGB14013_SGB21440	s__GGB14014_SGB21441	s__GGB14022_SGB21449	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB28248_SGB40791	s__Odoribacter_sp_Z80	s__Prevotella_sp_PCJ2	s__Alistipes_sp	s__GGB24102_SGB35895	s__GGB24102_SGB40205	s__GGB27776_SGB40190	s__GGB27778_SGB40192	s__GGB27791_SGB40207	s__GGB27792_SGB40208	s__Rikenellaceae_bacterium	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__GGB31109_SGB44380	s__GGB27898_SGB40333	s__GGB14001_SGB21428	s__GGB27851_SGB40285	s__GGB23844_SGB35575	s__GGB27861_SGB40295	s__GGB27866_SGB40300	s__GGB27929_SGB40368	s__Mucispirillum_schaedleri	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Lactobacillus_taiwanensis	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__Streptococcus_danieliae	s__GGB31438_SGB44768	s__GGB31439_SGB44769	s__GGB31701_SGB45057	s__GGB31851_SGB45231	s__GGB31853_SGB45233	s__GGB42343_SGB59511	s__GGB42344_SGB59512	s__GGB28955_SGB41664	s__GGB28956_SGB41665	s__GGB28959_SGB41668	s__GGB28893_SGB41574	s__GGB28903_SGB41594	s__GGB28330_SGB40904	s__GGB28384_SGB40964	s__GGB28386_SGB40966	s__GGB28393_SGB40973	s__GGB28394_SGB40974	s__GGB28428_SGB41011	s__GGB28431_SGB41014	s__GGB28433_SGB41016	s__GGB28437_SGB41020	s__GGB28779_SGB41432	s__GGB28881_SGB41561	s__GGB28929_SGB41629	s__GGB28934_SGB41635	s__GGB28945_SGB41650	s__GGB28949_SGB41655	s__GGB28980_SGB41692	s__GGB28996_SGB41712	s__GGB29002_SGB41718	s__GGB29003_SGB41719	s__GGB29004_SGB41721	s__GGB29531_SGB42317	s__GGB29546_SGB42338	s__GGB30142_SGB43067	s__GGB30408_SGB43438	s__GGB28402_SGB40984	s__GGB28404_SGB40986	s__GGB28416_SGB40998	s__GGB28422_SGB41005	s__Candidatus_Arthromitus_sp_SFB_mouse	s__Clostridiaceae_bacterium	s__Clostridiaceae_unclassified_SGB41645	s__GGB28988_SGB41701	s__GGB28989_SGB41702	s__GGB30145_SGB43072	s__GGB30147_SGB43074	s__Emergencia_sp_1XD21_10	s__Clostridiales_bacterium	s__Acetatifactor_muris	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB28621_SGB41239	s__GGB28763_SGB41411	s__GGB28766_SGB41417	s__GGB28769_SGB41421	s__GGB28772_SGB41425	s__GGB28790_SGB41443	s__GGB28793_SGB41446	s__GGB28798_SGB41451	s__GGB28803_SGB41457	s__GGB28807_SGB41461	s__GGB28836_SGB41496	s__GGB28841_SGB41505	s__GGB28846_SGB41513	s__GGB28849_SGB41516	s__GGB28851_SGB41518	s__GGB28861_SGB41531	s__GGB28868_SGB41542	s__GGB28869_SGB41543	s__GGB28870_SGB41546	s__GGB28870_SGB41549	s__GGB28873_SGB41553	s__GGB28875_SGB41555	s__GGB28879_SGB41559	s__GGB28916_SGB41612	s__GGB28926_SGB41623	s__GGB28927_SGB41625	s__GGB28963_SGB41672	s__GGB28968_SGB41679	s__GGB29005_SGB41723	s__GGB29006_SGB41724	s__GGB29006_SGB41725	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_28_4	s__Lachnospiraceae_bacterium_A2	s__Lachnospiraceae_bacterium_A4	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_bacterium_MD335	s__Lachnospiraceae_bacterium_WCA_9_b2	s__Lachnospiraceae_unclassified_SGB41498	s__Roseburia_sp_1XD42_69	s__Schaedlerella_arabinosiphila	s__Oscillibacter_sp_1_3	s__Romboutsia_ilealis	s__Acutalibacter_muris	s__Anaerotruncus_colihominis	s__GGB29550_SGB42344	s__GGB30091_SGB43003	s__GGB30093_SGB43006	s__GGB30295_SGB43259	s__GGB30297_SGB43261	s__GGB30444_SGB43493	s__GGB30445_SGB43494	s__GGB30448_SGB43502	s__GGB30448_SGB43504	s__GGB30451_SGB43508	s__GGB30454_SGB43514	s__GGB30454_SGB43516	s__GGB30457_SGB43521	s__GGB30457_SGB43523	s__GGB30461_SGB43530	s__GGB30461_SGB43533	s__GGB30461_SGB63209	s__GGB30466_SGB43541	s__GGB30466_SGB43546	s__GGB30473_SGB43557	s__GGB30475_SGB63182	s__GGB3171_SGB4185	s__Neglecta_sp_X4	s__Pseudoflavonifractor_sp_60	s__Faecalibaculum_rodentium	s__GGB31184_SGB44478	s__Turicibacter_sp_TS3	s__Firmicutes_bacterium_ASF500	s__GGB30667_SGB43809	s__Parasutterella_excrementihominis	s__Turicimonas_muris	s__GGB28308_SGB40878	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Helicobacter_hepaticus
220500001177-F03	0.20818	0.17356	0.56308	0.08873	0.3276	0.02993	0.01659	0	0.00617	0.03696	0	0	0.01021	0	2.02615	0	0.02794	0.00438	0.06337	0.0254	0	0.17436	0	0.06511	0	0.30381	0.12294	0.31819	0.65516	0.04991	1.53137	0.57856	0.23031	0.28719	0.11462	1.11257	0.45439	0.44144	0.26161	0.12652	0.15434	0.14031	0.05994	0.11584	0.39976	0.06819	4.58646	0.06849	0.80384	0.97997	16.88128	0.37424	1.31518	3.24519	2.67317	1.06379	0.53626	0.03058	0.04895	0.11037	3.14425	0.07239	0.1856	6.13347	0.30548	1.24855	3.90148	0.3073	0.02504	0.0563	5.19246	0.08335	0	0.70953	0.12262	0.37926	0.23485	1.39911	0.13365	0.7787	0	0.04068	0.13659	0	0	0	0.10251	0.36584	0	0	0	0	0.04898	0.00953	0.42431	0.61057	0.14499	0.00088	0	0	0.03389	0	0	0.0143	0.00113	1.13553	0.00946	0.07452	0.04926	0.04069	0.24354	0.12591	0	0.10792	0.08189	0	0.32031	0.05203	0	0.43034	0	0.02721	0.04668	0.14267	0	0.09616	0.06962	0.0116	0	0	0.03614	0.04371	0.3983	0.01042	0.06114	1.6209	0.1501	0.28231	0.27243	0.07905	0.01269	1.68887	0.31911	0.72262	0.31307	0.42425	0.06918	0.03377	0.07108	0.41811	0.30746	0.0125	0	0.05937	0.16265	0	1.06517	0.10236	0.03147	0.46784	0.01063	0.09774	0.12802	0.15292	0	2.52795	0	1.05003	0.05322	0.05943	0	0.04911	0.43085	1.5989	0.0025	0	0.14784	0	0.07579	0.98303	0.01037	0	0.39311	0.37266	0	0.07276	0	0.08006	0	0.73403	0.39234	0.03688	0.19481	0	1.39676	0.49447	0.19433	0	0.11211	0.54877	0.20144	0.03519	0.03082	0	0.00475	0.07762	0	0	0	0	0.01376	0.40774	0.78145	0.61677	0.21673	2.46907
220500001177-F04	0.04817	0.02805	0.09813	0.00697	0.01271	0.0047	0.01493	0.00107	0.03515	0.03925	0.00048	0	0.01464	0	0.20152	0.00193	0.01493	0.00784	0.03672	0	0.00702	0	0.03743	0.00619	0	0.01585	0.05064	0.04065	0.06677	0.00949	0.79393	0.24781	0.1429	0.27391	0.01761	1.67609	0.66558	0.57049	0.70997	0.10399	0.0646	0.4674	1.41825	0.21955	1.62201	0.37583	3.0966	1.25808	7.02989	1.04261	10.65361	1.60623	2.59536	6.20435	1.30508	2.34917	0.60596	1.35041	0.33037	0.567	1.34409	0.87521	0.43526	5.88424	0.31272	1.56777	1.74078	0.84591	0.06769	0.23301	9.98333	1.2491	7.84631	1.31753	0.08875	0.41205	0.1119	0.45083	0.14789	0.55206	0.02917	0.26887	0.13353	0	3.02533	0.60181	0	0.03979	0.00757	0.0039	0.09279	0	0.00785	0.04713	0.00815	0.06495	0.02956	0.32286	0.01036	0.0816	0.00337	0.0376	0.01353	0.12627	0.06265	0.68014	0	0.01943	0.02363	0.01131	0.07531	0.00167	0.02476	0.17262	0.03394	0	0.04205	0.0101	0.00113	0.03833	0	0.657	0.65647	0.04835	0.03032	0.04536	0.00657	0.24496	0.04864	0.01419	0.00936	0.09781	0.25874	0	0.00053	0.50625	0.03327	0	0.0443	0.00047	0	0.21102	0.06271	0	0.04499	0.07768	0.04368	0	0.06215	0.0689	0.01365	0	0	0.02782	0.04816	0.01095	0	0	0.00471	0.00526	0.0059	0.01521	0	0.0142	0.01167	0	0.18815	0.27537	0.02819	0.1485	0.42031	0.05894	0.0972	0	0.49365	0.12222	0	0.0196	0	0.00165	0	0.13283	0.07732	0.04631	0	0.02755	0	0.04295	0.01163	0.01459	0.02435	0.11106	0.00151	0.01854	0.0645	0.1149	0.01869	0	0.01805	0.00739	0.13646	0.01504	0.10885	0.03853	0	0.00836	0.01638	0.11815	0.00446	0.25798	0.03067	0.42416	0.00834	0.14974	0.00151	0.82853
220500001177-F05	0.09085	0.01701	0.09603	0.00918	0.01768	0.01363	0.00563	0.00035	0.02619	0.0281	0	0	0.01059	0	0.2322	0.0018	0.00056	0.00025	0.02652	0.00703	0	0	0.00953	0.00651	0	0.07085	0.02335	0.04485	0.16087	0.01837	0.75958	0.41322	0.11483	0.20651	0	0.87302	0.62376	0.41453	0.58118	0.01918	0.04293	0.35823	1.16939	0.15698	1.54682	0.64515	4.94637	1.01183	4.29551	3.79944	13.12043	0.85167	2.1117	3.73986	0.75223	2.18588	2.29113	1.20151	0.06254	0.14803	4.65704	5.51478	0.31319	9.30771	0.18969	1.80411	0.61683	0.12515	0.01484	0.4595	7.57435	0.95614	3.77992	0.81321	0.14004	1.06843	0.98804	0.07781	0.25446	0.53866	0.02997	0.27208	0.15875	0	0	0.45358	0.12796	0.03917	0.03832	0.07088	0.0626	0	3e-04	0.00896	0.09869	0.0546	0.09054	0.20717	0.02013	0.17297	0.01907	0.0943	0.02115	0.21755	0.11589	0.09889	0.00345	0.05529	0.04208	0	0.00611	0	0.42054	0.08357	0.10779	0	0.04445	0.05475	0.00545	0.0201	0.10682	0.58555	0.63961	0.08204	0	0.03775	0.01061	0.36712	0.10306	0	0.00119	0.03257	0.19812	0.0018	0.02483	1.16486	0.04523	0	0.02385	0	0	0.03027	0.02299	0	0.02478	0.04652	0.16844	0.04253	0.03126	0.09801	0.02135	0.13384	0	0.02946	0.03656	0.01426	0	0.0094	0.011	0.14629	0.002	0.02544	0.0394	0.01296	0	0.09411	0	0.29442	0.01516	0.18607	0.28536	0.01048	0.10171	0.1732	0	0.08057	0.00498	0.03444	0	0.07622	0	0	0.07734	0.07711	0	0.04093	0	0.07399	0.11058	0.02295	0.01925	0.16931	0.00178	0.00155	0.09911	0.12031	0	0.00508	0.02998	0.0481	0.17884	0.01698	0.0241	0.03769	0	0.05227	2e-04	0.03144	0	0.02468	0.01103	0.4778	0.02199	0.29925	0.01368	0.31153
220500001177-F06	0.02799	0.0373	0.01421	0	0.01432	0	0.00632	0	0.01817	0.02945	0	0	0.00764	0	0.32125	0	0	0.00256	0.03087	0	0.0537	0	7e-04	0.00659	0.00305	0.01132	0.01563	0.03504	0.04119	0.01151	0.045	0.7042	0.21443	0.43787	0.05972	1.37897	0.52095	0.72195	0.57099	0.47895	0.18348	0.566	0.44419	0.10513	0.77655	0.03577	1.63615	1.55829	5.16427	0.93148	11.06454	2.86985	6.18169	16.74838	0.95091	4.60813	0.02496	0.83829	2.94699	0.42778	3.40265	0	0.37298	3.32797	0.34943	1.05098	0.9694	0.7715	0.06664	0.29571	12.69343	0.31351	0	1.93661	0.10122	0.53426	0	0.07093	0.07097	0.2959	0	0.31363	0.0611	0	0	0	0	0.03979	0	0	0	0	0.00721	0.01419	0.43612	0.17869	0.03642	0.58675	0.00488	0	0.00672	0	0.00855	0.00678	0.01634	0.52943	0	0.03696	0.00559	0	0.0616	0	0	0.02029	0.1507	0	0.05785	0.03074	0	0.05255	0	0	0.32252	0.22304	0	0.02253	0.00752	0.14011	0.04652	0.00974	0	0.10181	0.18638	0	0.00088	0	0.01457	0	0.02955	0	0	0.04831	0.01909	0	0	0.03978	0.26757	0	0.03234	0.05882	0.01616	0	0	0.01744	0.03345	0.01244	0	0.00244	0	0.03807	0.02049	0.01437	0.02503	0.01032	0.00332	0	0	0.04301	0.00698	0.20846	0.22162	0.00439	0.03385	0	0.45272	0	0	0.00329	0.09881	0.04426	0	0	0.0744	0.03095	0	0.01244	0	0.02492	0	0.03897	0.01481	0.17966	0.0183	0	0.05976	0.01359	0.01038	0	0.01283	0.00135	0.1081	0	0.26316	0	0	0.14554	0.01898	0.34502	0	0.18039	0.10393	0.59973	0.03205	0.03762	0.00438	1.61506
220500001177-F07	0.22697	0.18357	0.06246	0.07787	0.14277	0.00312	0	0.01778	0.20218	0.26536	0.01044	0.00581	0.09963	0.11512	3.14096	0.01537	0.12205	0.00416	0.17511	0.02997	0.24224	0.10117	0.16556	0.04933	0.00426	0.25906	0.16873	0.58932	1.48531	0.10985	0.03101	0.02471	0.00213	0.00171	0.00442	0.07235	0.02065	0.03939	0.03335	0	0	0.01553	0.00364	0.01582	0.36958	0.13842	0.23931	0.00545	0.02363	0.06018	1.74034	0.00207	0.05023	0.12338	0.05151	0.67807	1.9279	0.38688	0.00633	0.05846	1.39603	1.43078	0.03181	3.96218	0.0077	0.60519	0.02455	6e-04	0	0.46987	0.26721	0.03337	0	0.21973	0.05098	0.113	0	1.24454	0.02153	0.69676	0.21707	0.19063	0.388	0	0.54692	0.1428	0	0.36134	0.09037	0.07196	0.24227	0	0.19696	0.04144	0.08075	1.39876	0.14828	1.7641	0.0714	0.56459	0.12934	0.22638	0.23388	0.39251	0.06354	0.61702	0.02342	0	0.28863	0.02121	0.24755	0.62493	0.68699	1.08035	0.57057	0	0.14236	0.1283	0.05198	1.2394	0	0.85734	1.53484	0.12992	0.21884	0.50923	0.48793	0.14406	0.64758	0.10425	0.14807	0.08178	0.12986	0.02132	0.08004	5.93369	0.11716	0.03528	0.28952	0.10265	0.03409	0.84352	0.75956	0.00763	0.32899	0.56888	1.16058	0	0.27281	0.96797	0.12808	0	0.07033	0.17948	1.24393	0.09411	0	0.19999	0	0.0312	0.10119	0.50006	0.03806	0.11468	0.01836	0	1.61939	4.53731	0	14.08802	4.07245	0.87972	0.56537	0.00198	5.43117	0.03944	0.11434	0.0752	0	0.04631	0.00083	0.07884	0.74242	0.21097	0.06361	0.15254	0	0.0474	0.16482	0.03387	0.34636	0.17921	0.01832	0.01823	0.4355	0.07541	0.06499	0	0.26089	0.11049	0.10855	0.05404	0	0.0765	0.00786	0	0.01132	0	0.04871	0	0	0.0191	0.04017	0.83384	0.04691	1.55184
220500001177-F08	0.16848	0.04014	0.03759	0.02881	0.09463	0	0.0011	0.02964	0.72778	0.74711	0.05966	0.01727	0.18842	0.17492	0.87075	0.00525	0.01574	0.06268	0.11392	0.1161	0	0.00679	0.09233	0.01479	0.03133	0.17203	0.02063	0.21001	0.56426	0.06297	1.49107	0.27728	0.15884	0.03616	0.20063	0.38303	0.16385	0.26166	0.21236	0	0.02263	0.06661	0.00516	0.11294	4.16849	2.29942	1.35232	0.00796	0	0.02597	13.71085	0	0.1137	0.5383	0.2724	2.13079	1.70777	0.36315	5e-04	0.25604	5.28124	3.21398	0.1425	8.35139	0.0264	2.36815	0.42663	0.06257	0	0.27219	0.54072	0.67984	0	0.97183	0.5199	1.16297	0.69679	0.75885	0	1.88475	1.505	3.18184	1.5219	0.00198	0	0.54906	0.13302	0.13932	0.13125	0.15915	0.0417	0	0.06481	0.02867	0.00461	0.46416	0.25728	0.25724	0.0548	0.32769	0.01844	0.20062	0.02481	0.06779	0.07277	0.95566	0.00859	0.0078	0.32232	0.02238	0.25944	0.0723	0.3484	0.3933	0.12948	0	0.07542	0.11032	0.00942	0.2165	0.09337	0.78855	0.71942	0.67445	1.6726	0.32035	0.01347	0.56333	0.35265	0.0159	0.02402	0.23971	2.00481	0.01121	0.14644	1.96648	0.08325	0.01673	0.22655	0.09488	0.00876	0.53448	0.24514	0.03275	0.18121	0.4324	0.55728	0.5179	0.14547	0.56331	0.18047	0.18105	0	0.17989	0.26485	0.07357	0	0.22687	0.09859	0.94509	0.03237	0.09977	0.10542	0.09216	0.43048	0	0.50895	1.23569	0.00469	0.02619	1.16998	1.01646	0.13452	0	0.09279	1.19441	0.28163	0.05188	0	0.01226	0	0	0.12645	0.12875	0.02963	0.15064	0	0.01783	0.05592	0.02017	0.24924	0.29358	0.02018	0.09693	0.2029	0.0693	0.02043	0.00669	0.04914	0.058	0.09823	0.05165	0.03205	0.02346	0.00061	0	0.10358	0	0	0	0.02908	0.12204	0.02981	0.48631	0.01639	0.91756
220500001177-F09	0.37451	0.02743	0.26399	0.06562	0.12289	0.1862	0.05004	0.05144	0.4038	0.69986	0.02187	0.01514	0.26351	5e-04	1.88037	0.01059	0.00877	0.09305	0.09806	0.22455	0.00023	0.2332	0.14075	0.04924	0.03523	0.07364	0.03928	0.35767	1.152	0.03124	0.24	0.12157	0.04171	0.2033	0.33953	1.34261	0.24529	0.35583	0.26469	0.02642	0.05891	0.22829	0.05298	0.12614	2.73599	0.04547	4.33977	0.10391	1.01052	0.52549	8.10416	0.91663	2.97119	0.10016	0.72082	4.00345	0	0.7358	0.04664	0.0209	4.35539	0.0073	0.18432	11.07219	0.05297	1.40902	0.71082	0.09146	0.00277	0.4624	4.46075	0.22669	0	0.48954	0.36165	0.71968	0.16823	0.45632	0.03021	0.66809	0	3.54349	0.3957	0.00295	0	0	0.0758	0.13599	0	0	0	0	0.0888	0.02967	0.00154	1.65684	0.2424	0.5218	0.02594	0	0.07338	0.2792	0.19133	0.48072	0.14545	0.77258	0.0148	0	0.06002	0.01849	0.06038	0.25394	0.12088	0.44759	0.34187	0	0.13001	0.14024	0	0.2294	0	0.88288	1.9713	0.2576	0	0.08734	0.02221	0.67737	0.44363	0.08189	0.04623	0.21659	1.05067	0.01025	0.14097	2.25305	0.02983	0	0.14809	0.07344	0.00585	0.72943	0.12006	0.00568	0.02066	0.35673	0.75826	0.0802	0.05982	0.09731	0.06286	0.00132	0	0.11505	0.25948	0.04392	0.13168	0.02079	0	0.35087	0.06122	0.19001	0.0458	0.0967	0.17027	1.63563	0	0.76277	0	2.72581	1.11349	0.08829	0.06411	0.01399	0.12961	0.66542	0.32463	0	0.0196	0.73718	0.01258	0	0.30174	0.23413	0.00519	0.07434	0	0.12246	0.0032	0.88721	0.17846	0.07871	0.24356	0	1.42743	0.20916	0.01536	0	0.03706	0.16353	0.21085	0.09199	0.18257	0.00261	0	0.04558	0.0336	0.15843	0	0.03703	0.02139	0.20397	0.02817	0.42793	0.03913	0.6509
220500001177-G01	0.18673	0.20742	0.50205	0.04661	0.22721	0	0.01722	0.00356	0.04476	0.05024	0.00296	0	0.02543	0.01205	1.12364	0.01919	0.25521	0.00201	0.105	0.12984	0.02095	0.0328	0.00161	0.01254	0	0.34329	0.02655	0.58609	0.61044	0.06923	0.18501	0.34967	0.08339	4e-04	1.39515	0.54563	0.02917	0.04015	0.03956	0.05575	0.05164	0.12597	0.34612	0.08998	0.01916	0.07405	4.60507	0.45575	1.14957	5.22232	5.407	0.15572	4.88613	0	0.5737	2.08461	2.63547	1.99141	0.45206	0.04795	2.64209	2.38618	0.0966	7.30248	0.12055	0.64114	0.43723	0.1105	0	1.24247	3.44583	0.06573	0	0.82545	0.05174	0.56897	0	0.83846	0.02247	0.30008	0.17435	0.04915	0.11958	0	0	0	0	0.20961	0	0.17625	0.30027	0	0.14161	0.10648	0.14913	0.61799	0.06016	2.79612	0.05402	0.06195	0.52639	0.00096	1.02697	0.22308	0.05722	0.51088	0.0303	0.06788	0.0817	0.00266	0.16005	0.16997	0	0.16947	0.05508	0	0.18472	0.09593	0	0.26057	0	0.00027	5.70155	0.33906	0.12821	0.16961	0	0	0.12133	0.16573	0	0	0.03672	0.00676	0.22594	0	0.02695	0.00949	0.06048	0	0.02075	2.27973	0.49696	0.00285	0.08164	0.52629	0	0	0.0661	0.24995	0.30808	0	0.03993	0.18367	0.26469	0.02415	0	0	0.57632	0	0.02545	0.18421	0.04184	0.07377	5.81276	0	0.37695	0.51035	0.07563	0.92376	0.45986	0	0.58197	0.14543	4.39811	0	0	0.00216	0.00258	0.20592	0	0	0.4447	0.1134	0.00485	0.07765	0	0.24353	0	0.35247	0.17748	0.01506	0.0499	0.5827	0.61535	0.12412	0.03732	0	0.10558	0.05412	0.11305	0	0.41517	0.04434	0.00164	0	0	0	0.00132	0	0.01068	0.0949	0.0758	0.26158	0.09154	2.4006
220500001177-G02	0.24423	0.18301	0.13365	0.03726	0.2278	0	0	0	0.03911	0.05425	0	0	0.0056	0	2.41207	0.00986	0.01403	0	0.1254	0.06991	0	0.00476	0.0384	0.01587	0	0.12132	0.03588	0.21105	1.33589	0.12265	0.04258	0.21783	0.12134	0.24798	0.06115	0.27349	0.03657	0.01345	0.13421	0.00038	0	0.05661	0.05579	0.06809	0.29743	0.5321	0.76519	0.03105	0	0.93702	6.09282	0.00347	0.33748	1.52847	0.59666	2.05393	0.71258	1.95428	0.00173	0.04254	8.41256	3.32776	0.10245	9.37555	0.03175	1.1379	0.14322	0.06155	0	0.18425	0.92485	0.12002	0	0.78905	0.0207	0.46097	0.45357	2.83398	0.01207	0.3901	0.03841	0.13124	0.05576	0	0	0.07226	0	0.0507	0	0.06749	0	0.18334	0.23301	0.07516	0.61552	1.81717	0.17357	1.83056	0.01719	0.00236	0.20621	0.06913	0.07556	0.14432	0.17613	0.45809	0.02138	0.04168	0.48005	0.09268	0.57021	0.10981	0	0.0642	0.5828	0	0.20306	0.10302	0	0.8511	0	0.02869	0.39733	0.67736	0	0.32999	0.27409	0.60749	0.45491	0	0.81182	0	0	0.00134	0.46277	4.35668	0.08025	0.16621	0.28712	0.0126	0.00824	0.07806	0.99919	0	0.52045	0.23672	0.18805	0.02574	0.30667	0.54707	3.14511	0.11205	0	0.24971	0.50608	0.20788	0.28586	0.02539	0.0227	0.23011	0.07447	0.43335	0.15565	0.14709	0.04888	0	1.86978	2.16628	1.074	4.30596	0.40103	0.27015	0.38408	0.2751	2.69107	0.21126	0.16881	0.00072	0.68655	0.35813	0.00036	0	0.35335	0.09856	0	0.17011	0	0.04077	0	0.63862	0	0.02879	0.23247	0.04933	0.41749	0.06742	0.06403	0.00445	0.10968	0.27763	0.10555	0.02483	0.00927	0.0929	0	0	0	0	0	0	0	0.07888	0.24195	0.68138	0.07779	2.71459
220500001177-G03	0	0.27187	0.32896	0.02303	0.21165	0	0	0	0.01195	0.01913	0	0	0.00609	0	2.02304	0.01742	0.12499	0	0.13285	0	0.03074	0.01878	0	0.00797	0	0.5261	0	0.77312	0.51588	0.10372	1.57505	0.09804	0.02608	0	0.79483	0.11326	0.03805	0.14017	0.00092	0	0.0017	0.09377	0.11323	0.06358	0.06622	0.00948	1.00927	0.30976	1.25919	1.73483	3.78487	0.18636	2.09251	0	0.27791	1.27442	0.90039	0.27396	0.25291	0.03396	4.42053	3.29706	0.07796	7.7365	0	0.52677	0.30757	0.0592	0.00243	1.40904	2.69013	0.03226	0	0.04482	0.07508	0.29955	0	0.74097	0.01394	0.07552	0.01613	0.0669	0.03059	0	0	0	0	0.48716	0	0	0	0	0.13204	0.0499	0.77949	2.73152	0.04335	0.06897	0.01687	0.08896	0.05249	0.15637	0.15367	0.00385	0.00789	0.19432	0.06962	0	0.15236	0	0.33261	0	0	0.35289	0.37328	0	0.20555	0.0137	0	2.12382	0	0.35554	1.54382	0.13149	0.17716	2.21633	0.08498	0	0	0	0	0	0.00147	0.01615	0.55778	0	0.01328	0	0.17439	0	0	1.31191	0	0.01162	0.00892	1.03072	0.38021	0	0.66335	0.19008	1.92768	0	0	0.59465	0.27584	0.11112	0	0.09958	0.84944	0.02082	0.0095	0.08131	0.11678	0.04733	21.98119	0	0	0.63749	0.02022	5.16755	0	0	0.48572	0	0	0	0	0	0	0	0.00613	0	0.57791	0.07505	0	0.27486	0.01912	0.02147	0	0.45914	0.25748	0	0.55169	0.54399	0.63551	0.017	0.04435	0.03938	0.22031	0.21382	0.17378	0	0.04046	0.03458	0.00128	0	0	0	0	0	0	0.04184	0.16109	0.17284	0.40693	1.49543
220500001177-G04	0.18864	0.12508	0.70453	0.0962	0.08819	0.13638	0.00015	0	0.02093	0.02915	0	0	0.01081	0	1.1735	0.01817	0.11757	0	0.04385	0	0.21	0	0.03332	0.03216	0	0.03609	0.18186	0.11617	0.10372	0.02112	0.0928	0.28852	0.07567	0.22369	0.1045	1.16882	0.55144	0.46451	0.48665	0.10487	0.06832	0.29899	1.00538	0.13702	0.36772	0.21304	2.52946	1.17031	6.64434	1.04576	6.90078	1.76369	2.29952	0.64196	1.57321	1.18537	0.98541	1.35065	0.37019	0.49877	1.05195	0.16106	0.35313	3.81363	0.48602	1.01457	1.74684	0.58614	0.03621	0.56351	11.30791	1.48476	12.16553	0.90319	0.07145	0.28729	0.15362	1.89112	0.03759	0.16125	0.00229	0.07583	0.04605	0	1.89965	0.4214	0	0.07215	0.06609	0.04818	0.07023	0	0.02641	0.02354	0.1909	0.16393	0.07311	1.06955	0.01793	0.05662	0.01114	0.02531	0.01453	0.24096	0.07021	0.86265	0.01678	0.19806	0.03615	0.00057	0.12477	0.07498	0.1631	0.41558	0.14233	0	0.08279	0	0.05878	0.21846	0	0.21899	1.22483	0.10768	0	0.15117	0	0.58757	0.13432	0.01251	0.01634	0.03106	0.19923	0	0.00083	0.62197	0.07598	0	0.05456	0.00416	0.01432	0.72281	0.28732	0.02704	0.11575	0.11512	0.03384	0	0.06863	0.11422	0.03403	0	0.11149	0.084	0.12217	0.03884	0	0.00782	0.00565	0	0.01001	0.06681	0	0.05338	0	0	0.08985	0.38798	0	0.95939	1.137	0.02253	0.56794	0.00098	1.88236	0.20109	0.00875	0.07594	0	0.08037	0	0.7599	0.35596	0.09261	0	0.04977	0	0.30759	0.07971	0.04223	0.07128	0.04521	0.00568	0.02094	0.22512	0.82654	0.09245	0	0.1284	0.06389	0.20924	0.02931	0.29567	0.09159	0.00745	0.00181	0.00449	0.09436	0.00589	0.19245	0.04175	0.29856	0.10139	0.3025	0.12817	0.66992
