2023-12-20 21:13:39.640165 INFO::Writing function arguments to log file
2023-12-20 21:13:39.644813 DEBUG::Function arguments
2023-12-20 21:13:39.64811 DEBUG::Output folder: outputs/differential_abundance_species_metaphlan4/lmm_maaslin2/species/alldata
2023-12-20 21:13:39.648291 DEBUG::Min Abundance: 0.000000
2023-12-20 21:13:39.648442 DEBUG::Min Prevalence: 0.200000
2023-12-20 21:13:39.64858 DEBUG::Normalization: NONE
2023-12-20 21:13:39.648716 DEBUG::Transform: NONE
2023-12-20 21:13:39.648848 DEBUG::Analysis method: LM
2023-12-20 21:13:39.648977 DEBUG::Max significance: 0.250000
2023-12-20 21:13:39.649112 DEBUG::Random effects: mouse_id
2023-12-20 21:13:39.649241 DEBUG::Fixed effects: trimester,genotype
2023-12-20 21:13:39.649368 DEBUG::Correction method: BH
2023-12-20 21:13:39.649493 DEBUG::Standardize: TRUE
2023-12-20 21:13:39.649615 DEBUG::Cores: 1
2023-12-20 21:13:39.649732 INFO::Verifying options selected are valid
2023-12-20 21:13:39.690446 INFO::Determining format of input files
2023-12-20 21:13:39.691223 INFO::Input format is data samples as rows and metadata samples as rows
2023-12-20 21:13:39.692435 DEBUG::A total of 72 samples were found in both the data and metadata
2023-12-20 21:13:39.692608 DEBUG::Reordering data/metadata to use same sample ordering
2023-12-20 21:14:02.315444 INFO::Creating boxplot for categorical data, trimester vs s__GGB30461_SGB43530
2023-12-20 21:14:02.378254 INFO::Creating boxplot for categorical data, trimester vs s__Lachnospiraceae_bacterium_A4
2023-12-20 21:14:02.440773 INFO::Creating boxplot for categorical data, trimester vs s__GGB24102_SGB40205
2023-12-20 21:14:02.503716 INFO::Creating boxplot for categorical data, trimester vs s__GGB30451_SGB43508
2023-12-20 21:14:02.613498 INFO::Creating boxplot for categorical data, trimester vs s__GGB30413_SGB43452
2023-12-20 21:14:02.67725 INFO::Creating boxplot for categorical data, trimester vs s__GGB28868_SGB41542
2023-12-20 21:14:02.742476 INFO::Creating boxplot for categorical data, trimester vs s__GGB28988_SGB41701
2023-12-20 21:14:02.807764 INFO::Creating boxplot for categorical data, trimester vs s__GGB28384_SGB40964
2023-12-20 21:14:02.876007 INFO::Creating boxplot for categorical data, trimester vs s__GGB30444_SGB43493
2023-12-20 21:14:02.951722 INFO::Creating boxplot for categorical data, trimester vs s__Duncaniella_muris
2023-12-20 21:14:03.625783 INFO::Plotting data for metadata number 2, genotype
2023-12-20 21:14:03.627144 INFO::Creating boxplot for categorical data, genotype vs s__Bacteroides_acidifaciens
2023-12-20 21:14:03.686769 INFO::Creating boxplot for categorical data, genotype vs s__GGB28934_SGB41635
2023-12-20 21:14:03.746605 INFO::Creating boxplot for categorical data, genotype vs s__bacterium_1XD42_76
2023-12-20 21:14:03.804855 INFO::Creating boxplot for categorical data, genotype vs s__GGB3171_SGB4185
2023-12-20 21:14:03.864587 INFO::Creating boxplot for categorical data, genotype vs s__GGB24102_SGB40205
2023-12-20 21:14:03.934689 INFO::Creating boxplot for categorical data, genotype vs s__Rikenellaceae_bacterium
2023-12-20 21:14:03.994914 INFO::Creating boxplot for categorical data, genotype vs s__bacterium_1XD42_54
2023-12-20 21:14:04.055692 INFO::Creating boxplot for categorical data, genotype vs s__GGB28849_SGB41516
2023-12-20 21:14:04.115308 INFO::Creating boxplot for categorical data, genotype vs s__Alistipes_sp
2023-12-20 21:14:04.174461 INFO::Creating boxplot for categorical data, genotype vs s__Turicibacter_sp_TS3
2023-12-20 21:14:04.245152 INFO::Creating boxplot for categorical data, genotype vs s__Parabacteroides_distasonis
2023-12-20 21:14:04.305539 INFO::Creating boxplot for categorical data, genotype vs s__GGB27776_SGB40190
2023-12-20 21:14:04.373822 INFO::Creating boxplot for categorical data, genotype vs s__GGB30302_SGB43266
2023-12-20 21:14:04.433779 INFO::Creating boxplot for categorical data, genotype vs s__Lachnospiraceae_bacterium
2023-12-20 21:14:04.493948 INFO::Creating boxplot for categorical data, genotype vs s__Muribaculum_intestinale
2023-12-20 21:14:04.562479 INFO::Creating boxplot for categorical data, genotype vs s__GGB28904_SGB41597
2023-12-20 21:14:04.622344 INFO::Creating boxplot for categorical data, genotype vs s__GGB29006_SGB41725
2023-12-20 21:14:04.683845 INFO::Creating boxplot for categorical data, genotype vs s__Adlercreutzia_caecicola
2023-12-20 21:14:04.743227 INFO::Creating boxplot for categorical data, genotype vs s__GGB27898_SGB40333
2023-12-20 21:14:04.801301 INFO::Creating boxplot for categorical data, genotype vs s__Ligilactobacillus_murinus
2023-12-20 21:14:04.872133 INFO::Creating boxplot for categorical data, genotype vs s__GGB27791_SGB40207
2023-12-20 21:14:04.93307 INFO::Creating boxplot for categorical data, genotype vs s__GGB28927_SGB41625
2023-12-20 21:14:04.993283 INFO::Creating boxplot for categorical data, genotype vs s__Lachnospiraceae_bacterium_A4
2023-12-20 21:14:05.053209 INFO::Creating boxplot for categorical data, genotype vs s__GGB28836_SGB41496
2023-12-20 21:14:05.111865 INFO::Creating boxplot for categorical data, genotype vs s__GGB24149_SGB35953
2023-12-20 21:14:05.180832 INFO::Creating boxplot for categorical data, genotype vs s__Schaedlerella_arabinosiphila
2023-12-20 21:14:05.241755 INFO::Creating boxplot for categorical data, genotype vs s__GGB29003_SGB41719
2023-12-20 21:14:05.302099 INFO::Creating boxplot for categorical data, genotype vs s__GGB28870_SGB41546
2023-12-20 21:14:05.362098 INFO::Creating boxplot for categorical data, genotype vs s__Lachnospiraceae_bacterium_MD308
2023-12-20 21:14:05.421179 INFO::Creating boxplot for categorical data, genotype vs s__GGB28851_SGB41518
2023-12-20 21:14:05.491444 INFO::Creating boxplot for categorical data, genotype vs s__GGB27893_SGB40327
2023-12-20 21:14:05.551745 INFO::Creating boxplot for categorical data, genotype vs s__GGB28265_SGB40817
2023-12-20 21:14:05.612106 INFO::Creating boxplot for categorical data, genotype vs s__GGB28310_SGB40880
2023-12-20 21:14:05.671496 INFO::Creating boxplot for categorical data, genotype vs s__GGB31439_SGB44769
2023-12-20 21:14:05.731044 INFO::Creating boxplot for categorical data, genotype vs s__Lachnospiraceae_bacterium_28_4
2023-12-20 21:14:05.800787 INFO::Creating boxplot for categorical data, genotype vs s__GGB28393_SGB40973
2023-12-20 21:14:05.861667 INFO::Creating boxplot for categorical data, genotype vs s__GGB29004_SGB41721
2023-12-20 21:14:05.922453 INFO::Creating boxplot for categorical data, genotype vs s__GGB28807_SGB41461
2023-12-20 21:14:05.981922 INFO::Creating boxplot for categorical data, genotype vs s__GGB30461_SGB43530
2023-12-20 21:14:06.040953 INFO::Creating boxplot for categorical data, genotype vs s__GGB28384_SGB40964
2023-12-20 21:14:06.110274 INFO::Creating boxplot for categorical data, genotype vs s__GGB24132_SGB35935
2023-12-20 21:14:06.170305 INFO::Creating boxplot for categorical data, genotype vs s__GGB30445_SGB43494
2023-12-20 21:14:06.230256 INFO::Creating boxplot for categorical data, genotype vs s__GGB28793_SGB41446
2023-12-20 21:14:06.289879 INFO::Creating boxplot for categorical data, genotype vs s__GGB28963_SGB41672
2023-12-20 21:14:06.349315 INFO::Creating boxplot for categorical data, genotype vs s__GGB30295_SGB43259
2023-12-20 21:14:06.41993 INFO::Creating boxplot for categorical data, genotype vs s__Clostridiaceae_unclassified_SGB41645
2023-12-20 21:14:06.480598 INFO::Creating boxplot for categorical data, genotype vs s__GGB28869_SGB41543
2023-12-20 21:14:06.541205 INFO::Creating boxplot for categorical data, genotype vs s__GGB28790_SGB41443
2023-12-20 21:14:06.601073 INFO::Creating boxplot for categorical data, genotype vs s__GGB31184_SGB44478
2023-12-20 21:14:06.661397 INFO::Creating boxplot for categorical data, genotype vs s__Firmicutes_bacterium_ASF500
2023-12-20 21:14:06.732085 INFO::Creating boxplot for categorical data, genotype vs s__GGB28949_SGB41655
2023-12-20 21:14:06.792518 INFO::Creating boxplot for categorical data, genotype vs s__Romboutsia_ilealis
2023-12-20 21:14:06.854397 INFO::Creating boxplot for categorical data, genotype vs s__GGB14013_SGB21440
2023-12-20 21:14:06.91898 INFO::Creating boxplot for categorical data, genotype vs s__Parabacteroides_goldsteinii
2023-12-20 21:14:06.97873 INFO::Creating boxplot for categorical data, genotype vs s__Emergencia_sp_1XD21_10
2023-12-20 21:14:07.049014 INFO::Creating boxplot for categorical data, genotype vs s__Muribaculaceae_bacterium_Isolate_110_HZI
2023-12-20 21:14:07.109222 INFO::Creating boxplot for categorical data, genotype vs s__Streptococcus_danieliae
2023-12-20 21:14:07.169404 INFO::Creating boxplot for categorical data, genotype vs s__GGB28945_SGB41650
2023-12-20 21:14:07.229025 INFO::Creating boxplot for categorical data, genotype vs s__GGB23844_SGB35575
2023-12-20 21:14:07.299133 INFO::Creating boxplot for categorical data, genotype vs s__GGB28846_SGB41513
2023-12-20 21:14:07.359869 INFO::Creating boxplot for categorical data, genotype vs s__Bacteroides_uniformis
2023-12-20 21:14:07.420375 INFO::Creating boxplot for categorical data, genotype vs s__Clostridiales_bacterium
2023-12-20 21:14:07.480526 INFO::Creating boxplot for categorical data, genotype vs s__Faecalibaculum_rodentium
2023-12-20 21:14:07.539817 INFO::Creating boxplot for categorical data, genotype vs s__Prevotella_sp_PCJ2
