Residuals	number_of_pups_scaled	lipocalin2_pg_ml_scaled	weight_grams_scaled	genotype
K01875|seryl-tRNA synthetase [EC.6.1.1.11]	0.7696826152488	0.101961764478964	0.128027801720911	0.000327818551325359	0
K01876|aspartyl-tRNA synthetase [EC.6.1.1.12]	0.815459525074573	1.13314095903188e-05	0.0190108433861356	0.165518300129701	0
K01878|glycyl-tRNA synthetase alpha chain [EC.6.1.1.14]	0.67084869786494	0.140567932882801	0.0614733319496079	0.0178289413737473	0.109281095928904
K01879|glycyl-tRNA synthetase beta chain [EC.6.1.1.14]	0.916862496551175	0.0746393697133009	0.00461384297877492	0.00388429075674901	0
K01880|glycyl-tRNA synthetase [EC.6.1.1.14]	0.752696608193905	0.0634042779647931	0.00019369595998439	0.183705417881318	0
K01881|prolyl-tRNA synthetase [EC.6.1.1.15]	0.826578705725676	0.0845249392593633	0.0224990400732124	0.0663973149417486	0
K01883|cysteinyl-tRNA synthetase [EC.6.1.1.16]	0.897836545753808	0.0722742887110071	0.0286343474984118	0.00125481803677306	0
K01885|glutamyl-tRNA synthetase [EC.6.1.1.17]	0.952233145214711	0.047368949155934	0.00039713238353353	7.73245821601948e-07	0
K01886|glutaminyl-tRNA synthetase [EC.6.1.1.18]	0.969255474593224	0.0120015907512549	6.32881797824377e-05	0.0186796464757382	0
K01887|arginyl-tRNA synthetase [EC.6.1.1.19]	0.908623763946182	0.0587039546826954	0.0325283031246924	0.000143978246430538	0
K01889|phenylalanyl-tRNA synthetase alpha chain [EC.6.1.1.20]	0.6546437419441	0.0109549427479131	0.0382932497900695	0.0361425256037023	0.259965539914215
K01890|phenylalanyl-tRNA synthetase beta chain [EC.6.1.1.20]	0.894845939531543	3.1414236545463e-05	0.0647044310354951	0.0404182151964161	0
K01892|histidyl-tRNA synthetase [EC.6.1.1.21]	0.87858792482639	0.0330522835765062	0.0868147120111468	0.00154507958595688	0
K01893|asparaginyl-tRNA synthetase [EC.6.1.1.22]	0.912358893486252	0.00731213131955594	0.0630611245582138	0.0172678506359784	0
K01897|long-chain acyl-CoA synthetase [EC.6.2.1.3]	0.950273637775777	0.0215762650809623	0.000655326196872507	0.0274947709463887	0
K01910|[citrate (pro-3S)-lyase] ligase [EC.6.2.1.22]	0.769655419847908	0.103532370882962	0.109868324951898	0.00196629375253675	0.0149775905646956
K01911|O-succinylbenzoic acid--CoA ligase [EC.6.2.1.26]	0.745315061630973	0.0633379983266089	0.105546566870993	0.0233642132179837	0.0624361599534414
K01912|phenylacetate-CoA ligase [EC.6.2.1.30]	0.93244490279536	0.00131176864580418	0.0411105960024319	0.0251327325564044	0
K01914|aspartate--ammonia ligase [EC.6.3.1.1]	0.95476286041603	0.0107589775606526	0.0032950600152128	0.0266380954533647	0.0045450065547395
K01915|glutamine synthetase [EC.6.3.1.2]	0.908296938277366	0.0474495284755596	0.00885830255381167	0.0137845220040383	0.021610708689224
K01916|NAD+ synthase [EC.6.3.1.5]	0.760662647086702	0.146700698266407	0.0653588048460379	0.0272778498008531	0
K01918|pantoate--beta-alanine ligase [EC.6.3.2.1]	0.975092801027469	0.00205238406903727	0.00129229851062074	0.0215625163928733	0
K01919|glutamate--cysteine ligase [EC.6.3.2.2]	0.870921340104395	0.0533418316443253	0.0208104634866651	0.000388423002403274	0.0545379417622114
K01921|D-alanine-D-alanine ligase [EC.6.3.2.4]	0.817441319056111	0.164400591516669	0.0123129832267292	0.0058451062004908	0
K01923|phosphoribosylaminoimidazole-succinocarboxamide synthase [EC.6.3.2.6]	0.953765957921824	0.00294601082818966	0.0202441489931429	0.0230438822568434	0
K01924|UDP-N-acetylmuramate--alanine ligase [EC.6.3.2.8]	0.950059839540578	0.00478774910178556	0.0415129869746721	0.00363942438296432	0
K01925|UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC.6.3.2.9]	0.909522757134226	0.0483266347599002	0.0220824147396347	0.0200681933662388	0
K01926|AT-rich DNA-binding protein	0.903855117388957	0.00236508945646671	0.0860993475694753	0.0076804455851014	0
K01928|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC.6.3.2.13]	0.919041172015874	0.0366432085682279	0.0391264969851935	0.00518912243070466	0
K01929|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC.6.3.2.10]	0.978680976511216	0.0109301080850647	1.17333181475158e-07	0.0103887980705376	0
K01933|phosphoribosylformylglycinamidine cyclo-ligase [EC.6.3.3.1]	0.652908037536118	0.00856384385335033	0.0503693218086419	0.0593366093564384	0.228822187445452
K01934|5-formyltetrahydrofolate cyclo-ligase [EC.6.3.3.2]	0.81078943754294	0.178320275647347	0.000118279747092024	0.0042125210809727	0.00655948598164747
K01935|dethiobiotin synthetase [EC.6.3.3.3]	0.836730288237341	0.0931562637011018	0.00906926229007084	0.0433076274929202	0.0177365582785659
K01937|CTP synthase [EC.6.3.4.2]	0.846120659590483	0.0973456074854948	0.0559890487569547	0.000544684167067741	0
K01938|formate--tetrahydrofolate ligase [EC.6.3.4.3]	0.992494753522902	0.00401006181965494	0.00137382769243891	0.00212135696500407	0
K01939|adenylosuccinate synthase [EC.6.3.4.4]	0.820111654478114	0.0844109798914001	0.089043553230108	0.00643381240037827	0
K01940|argininosuccinate synthase [EC.6.3.4.5]	0.86632246480435	0.063946769572275	0.0695681554021481	0.00016261022122734	0
K01945|phosphoribosylamine--glycine ligase [EC.6.3.4.13]	0.930141670509147	0.00053881295408826	0.028410807228066	0.040908709308699	0
K01950|NAD+ synthase (glutamine-hydrolysing) [EC.6.3.5.1]	0.966920917669029	0.00533791346079961	0.0191573124702108	0.0085838563999611	0
K01951|GMP synthase (glutamine-hydrolysing) [EC.6.3.5.2]	0.971526224198967	0.00656726999328039	0.000544302573164665	0.021362203234588	0
K01952|phosphoribosylformylglycinamidine synthase [EC.6.3.5.3]	0.735377638009603	0.0185503153921368	0.126827015291562	0.119245031306699	0
K01953|asparagine synthase (glutamine-hydrolysing) [EC.6.3.5.4]	0.954945392516354	0.0235672237858604	0.00010586030704347	0.0213815233907427	0
K01955|carbamoyl-phosphate synthase large subunit [EC.6.3.5.5]	0.948620350403074	0.00193875284012588	0.0199477710275162	0.0294931257292837	0
K01956|carbamoyl-phosphate synthase small subunit [EC.6.3.5.5]	0.797704614217799	0.0518021622704374	0.0311155485862129	0.0238582262124338	0.0955194487131171
K01960|pyruvate carboxylase subunit B [EC.6.4.1.1]	0.890263180264852	0.0113814251500475	0.04621167407493	0.0521437205101703	0
K01961|acetyl-CoA carboxylase, biotin carboxylase subunit [EC.6.4.1.2 6.3.4.14]	0.840752221764505	0.00658707576678379	0.144592321715562	0.00806838075314987	0
K01962|acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC.6.4.1.2]	0.826425909592855	0.106077242181874	0.0132011886206981	0.00902059818323261	0.0452750614213403
K01963|acetyl-CoA carboxylase carboxyl transferase subunit beta [EC.6.4.1.2]	0.665992446228453	0.08624495815242	0.181461555435546	1.14504669710829e-05	0.0662895897166105
K01972|DNA ligase (NAD+) [EC.6.5.1.2]	0.77856996379771	5.94920346724737e-06	0.069822218636805	0.0777093829696218	0.0738924853923959
K01990|ABC-2 type transport system ATP-binding protein	0.968859154905414	0.000219045433910311	0.0127399522595786	0.0181818474010967	0
K01992|ABC-2 type transport system permease protein	0.889172821325138	0.0928318122551931	0.00460859191070585	0.0133867745089629	0
K01993|HlyD family secretion protein	0.938353990276043	0.00074279272061953	0.00112299714449945	0.059780219858838	0
K01997|branched-chain amino acid transport system permease protein	0.893237241266665	9.16913611862155e-06	0.0833926318392349	0.023360957757981	0
K01998|branched-chain amino acid transport system permease protein	0.892170300095721	0.0209613334151235	0.062341943792774	0.0245264226963809	0
K02005|HlyD family secretion protein	0.866163881414351	0.124585962444438	0.00869813163697061	0.000552024504241001	0
K02014|iron complex outermembrane recepter protein	0.873289430885335	0.0583923535289168	0.0049747186307081	0.0329153116166115	0.0304281853384285
K02015|iron complex transport system permease protein	0.971806793454393	3.25431446749119e-05	0.0198866515788642	0.00827401182206776	0
K02017|molybdate transport system ATP-binding protein [EC.3.6.3.29]	0.963301209040308	0.00304338939395574	0.0183243851765391	0.0153310163891977	0
K02019|molybdate transport system regulatory protein	0.920149745774045	0.063060254281213	0.0128909037790941	0.0038990961656483	0
K02020|molybdate transport system substrate-binding protein	0.924597540689597	0.0529820104920964	0.0198544575143386	0.0025659913039676	0
K02028|polar amino acid transport system ATP-binding protein	0.858897020348001	0.0756265284398658	0.000599254147159434	0.0648771970649743	0
K02029|polar amino acid transport system permease protein	0.906157136117382	0.0458676157542762	9.48082957184933e-05	0.0478804398326232	0
K02030|polar amino acid transport system substrate-binding protein	0.739501389882475	0.0118516148656624	0.178287822017849	0.00711614561487619	0.063243027619137
K02034|peptide|nickel transport system permease protein	0.881098107392506	0.0139193893123296	0.0422159512014987	0.0627665520936661	0
K02036|phosphate transport system ATP-binding protein [EC.3.6.3.27]	0.865690818033652	0.0268169875100348	0.100704476965363	0.00678771749095024	0
K02038|phosphate transport system permease protein	0.922196630411113	0.0227385596530748	0.0229054667311361	0.0321593432046756	0
K02039|phosphate transport system protein	0.84144031673931	0.000465713493162423	0.0428116544940619	0.00134872696578029	0.113933588307685
K02041|phosphonate transport system ATP-binding protein [EC.3.6.3.28]	0.8552535409177	0.0311737306325292	0.0784389875368017	0.000874612406080614	0.0342591285068882
K02053|putative spermidine|putrescine transport system permease protein	0.675393063574831	0.0400504868091442	0.124251856257689	0.160304593358336	0
K02057|simple sugar transport system permease protein	0.924994892217131	0.00720711974515973	0.0502430421595352	0.0175549458781744	0
K02066|phospholipid|cholesterol|gamma-HCH transport system permease protein	0.932535151575488	0.00890234956710271	0.0158085007691842	0.0427539980882253	0
K02067|phospholipid|cholesterol|gamma-HCH transport system substrate-binding protein	0.962567153399469	0.00271516854521871	0.00273654811615549	0.0319811299391569	0
K02071|D-methionine transport system ATP-binding protein	0.665397452615625	0.140129878064307	0.0232309240570983	0.0890199012168053	0.0822218440461646
K02073|D-methionine transport system substrate-binding protein	0.618913797333969	0.253205445215248	0.0336094598471275	0.0700471560682933	0.0242241415353629
K02074|zinc|manganese transport system ATP-binding protein	0.796668853069677	0.000128856880006922	0.106532080829046	0.0284729515036675	0.0681972577176028
K02075|zinc|manganese transport system permease protein	0.915379273706897	0.0680324934010666	0.0100131478399638	0.00657508505207305	0
K02077|zinc|manganese transport system substrate-binding protein	0.867197487655985	0.0311368587150357	0.0978829711592187	0.00378268246976022	0
K02078|acyl carrier protein	0.689419488667535	0.00508055497184041	0.265376677533317	0.0401232788273079	0
K02086|DNA replication protein	0.839779025696221	0.117861614788906	0.025869892918209	0.0164894665966647	0
K02108|F-type H+-transporting ATPase subunit a	0.909771688972551	0.0244168684036806	0.042815026591985	0.0229964160317836	0
K02109|F-type H+-transporting ATPase subunit b	0.784886375029542	0.0704753731958379	0.0853492977896887	0.0592889539849314	0
K02110|F-type H+-transporting ATPase subunit c	0.809276943986963	0.169975705246775	0.00185519110042145	0.0188921596658407	0
K02111|F-type H+-transporting ATPase subunit alpha [EC.3.6.3.14]	0.781296809226785	0.180798191954057	0.0145207393898268	0.0233842594293313	0
K02112|F-type H+-transporting ATPase subunit beta [EC.3.6.3.14]	0.764260460468328	0.216333493187239	0.00111102526110104	0.0182950210833315	0
K02113|F-type H+-transporting ATPase subunit delta	0.899065352663385	0.0785317749431456	0.0124149781820269	0.00591166990029922	0.00407622431114311
K02114|F-type H+-transporting ATPase subunit epsilon	0.930654319130524	0.020331224608302	0.0288357841795465	0.0201786720816277	0
K02115|F-type H+-transporting ATPase subunit gamma	0.941203485202224	0.0290256952783599	0.0244558859075652	0.00531493361185082	0
K02117|V|A-type H+|Na+-transporting ATPase subunit A [EC.3.6.3.14 3.6.3.15]	0.703752002913754	0.0880890667694116	0.159181679403107	0.0489772509137273	0
K02118|V|A-type H+|Na+-transporting ATPase subunit B	0.959410980157013	0.0274684323128762	0.00416887191793845	0.00895171561217223	0
K02123|V|A-type H+|Na+-transporting ATPase subunit I	0.956004654602688	0.00222613145851214	0.00581205778083534	0.0359571561579646	0
K02125|F-type H+-transporting ATPase subunit 8	0.829761843358055	0.047283486260766	0.00126006326946438	0.121694607111714	0
K02160|acetyl-CoA carboxylase biotin carboxyl carrier protein	0.673439233411585	0.0402122499739689	0.0547920611190439	0.0522068753129009	0.179349580182502
K02169|malonyl-CoA O-methyltransferase [EC.2.1.1.197]	0.771541030120956	0.0491977134164634	0.0556305901404061	0.0387015133763667	0.0849291529458076
K02217|ferritin 1	0.513075300503754	0.0348405888090863	0.232992498793094	0.0287013897888148	0.190390222105251
K02232|adenosylcobyric acid synthase [EC.6.3.5.10]	0.939687503219045	0.0272297015542757	0.0120324521512777	0.0069420525298108	0.0141082905455912
K02236|leader peptidase (prepilin peptidase) | N-methyltransferase	0.940598455699389	0.000640340028783341	0.0561822216919977	0.00257898257982958	0
K02237|competence protein ComEA	0.916838875285881	0.0315733966813493	0.00562217650035336	0.0103123775501727	0.0356531739822432
K02238|competence protein ComEC	0.894173025343428	0.0425221854436194	0.0392810953391237	0.0240236938738288	0
K02240|competence protein ComFA	0.951159171727915	0.000784556235753889	0.020159285441498	0.0278969865948334	0
K02244|competence protein ComGB	0.921608993681757	0.0623173978777228	0.0140440551301206	0.00202955331039984	0
K02246|competence protein ComGD	0.916613856584352	0.0245895550781221	0.0556256201901395	0.00317096814738636	0
K02248|competence protein ComGF	0.897579734960847	0.00420517768549964	0.00566067573149278	0.00211830891915892	0.0904361027030019
K02261|cytochrome c oxidase subunit 2	0.971556816480297	0.0172930229035165	4.19070760613593e-05	0.0111082535401254	0
K02262|cytochrome c oxidase subunit 3	0.937626375883752	0.00255732450300879	0.013267235466632	0.0465490641466071	0
K02279|pilus assembly protein CpaB	0.659667577347919	0.0170316226988534	0.163963467914086	0.159337332039141	0
K02283|pilus assembly protein CpaF	0.644826082372955	3.98780579827638e-05	0.213749101933475	0.141384937635586	0
K02313|chromosomal replication initiator protein	0.844575974474122	0.0787663213591297	0.0649636740415498	0.0116940301251982	0
K02314|replicative DNA helicase [EC.3.6.4.12]	0.744280792421805	0.0271497388809042	0.00285187597260526	0.102365752014441	0.123351840710245
K02315|DNA replication protein DnaC	0.62281553455589	0.145859226606105	0.00836848841710462	0.222956750420901	0
K02316|DNA primase [EC.2.7.7.-]	0.888003720410987	0.00460715119220048	0.0980788982650161	0.00931023013179616	0
K02334|DNA polymerase bacteriophage-type	0.782611455245243	0.0957107287770358	0.0728466230994216	0.014845208678786	0.0339859841995134
K02335|DNA polymerase I [EC.2.7.7.7]	0.960202428729169	0.000249164908998191	0.01283274634313	0.026715660018703	0
K02337|DNA polymerase III subunit alpha [EC.2.7.7.7]	0.835564214012547	0.000704229764172618	0.0627265654427356	0.0763298633654603	0.0246751274150845
K02338|DNA polymerase III subunit beta [EC.2.7.7.7]	0.547639128695925	0.0253694665270473	0.118018594886239	0.0507953579458459	0.258177451944943
K02340|DNA polymerase III subunit delta [EC.2.7.7.7]	0.919646354482277	0.00206325309252996	0.024141389845839	0.0541490025793543	0
K02342|DNA polymerase III subunit epsilon [EC.2.7.7.7]	0.667282695887613	0.0929722336288827	0.00491165541639435	0.126399211235621	0.108434203831489
K02343|DNA polymerase III subunit gamma|tau [EC.2.7.7.7]	0.925889587920788	0.0226679812514324	0.0293877492366249	0.0139545751336616	0.00810010645749335
K02346|DNA polymerase IV	0.954982475409888	0.00160582943974418	0.0387945054235738	0.00461718972679375	0
K02355|elongation factor EF-G	0.892825444500107	0.000561015298307391	0.0164889244969888	0.090124615704597	0
K02356|elongation factor EF-P	0.889900547897594	0.0808583172467715	0.0197927142238014	0.00944842063183314	0
K02357|elongation factor EF-Ts	0.937871754532132	0.0362700261903353	0.0257397377104879	0.000118481567044896	0
K02358|elongation factor EF-Tu	0.700451140178907	0.132413497180594	0.0939499814525558	0.0731853811879432	0
K02372|3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC.4.2.1.59]	0.894038914659828	0.0153800792818701	0.0133725022061597	0.0772085038521422	0
K02377|GDP-L-fucose synthase [EC.1.1.1.271]	0.758635043176128	0.154247870753111	0.00561335843627548	0.0815037276344853	0
K02379|FdhD protein	0.865880970565948	0.123038053802774	0.00629098966590851	0.00478998596536933	0
K02386|flagella basal body P-ring formation protein FlgA	0.940646031071369	0.0444531468016414	0.00997931633415554	0.00133347508852164	0.00358803070431232
K02393|flagellar L-ring protein precursor FlgH	0.952418150985773	0.0325839584972531	0.00194380317343769	0.0130540873435366	0
K02394|flagellar P-ring protein precursor FlgI	0.667603668878058	0.136885346798563	0.004033789732892	0.0222170635690934	0.169260131021394
K02395|flagellar protein FlgJ	0.917755204109141	0.00615406011642554	0.00313474276700557	0.072955993007428	0
K02397|flagellar hook-associated protein 3 FlgL	0.869232845106116	0.0707762020943344	0.00960608813822483	0.00847784072147105	0.0419070239398534
K02404|flagellar biosynthesis protein FlhF	0.673213123036729	0.0178852440785742	0.0331856185001861	0.072536768970407	0.203179245414104
K02406|flagellin	0.811051131835702	0.053824536458358	0.02761951572899	0.0117760599160617	0.0957287560608886
K02407|flagellar hook-associated protein 2	0.819597815513401	0.058728928738656	0.0553376880198287	0.032831872504977	0.0335036952231376
K02408|flagellar hook-basal body complex protein FliE	0.860011141841336	0.000657271223359522	0.00364670660333848	0.0556612985512893	0.0800235817806766
K02410|flagellar motor switch protein FliG	0.781427517599112	0.119749027173449	0.00277341836778179	0.047974287115576	0.0480757497440817
K02411|flagellar assembly protein FliH	0.957759158491228	0.0311623420500392	0.000749858017914079	0.0103286414408191	0
K02412|flagellum-specific ATP synthase [EC.3.6.3.14]	0.797311017766301	0.0193681259043992	0.00828154300828477	0.0523533400757234	0.122685973245292
K02415|flagellar FliL protein	0.814937353002618	0.0774250121447717	0.00675307560224281	0.0638893106264184	0.0369952486239487
K02417|flagellar motor switch protein FliN|FliY	0.903326158589125	0.0785649154020951	0.00497825969792212	8.72235848786515e-05	0.0130434427259787
K02420|flagellar biosynthetic protein FliQ	0.488836511488745	0.0278806567838653	0.474853657348818	0.00842917437857211	0
K02421|flagellar biosynthetic protein FliR	0.852535697142652	0.0807334914733558	0.0620801082883579	0.00465070309563461	0
K02426|cysteine desulfuration protein SufE	0.845255919334526	0.0870792305718439	0.0435068943064824	0.0241579557871473	0
K02428|XTP|dITP diphosphohydrolase [EC.3.6.1.66]	0.930175189888777	0.060925503296582	0.00876785879811755	0.000131448016523636	0
K02429|MFS transporter, FHS family, L-fucose permease	0.934059760033513	0.00372902436483201	0.0230183789820157	0.0391928366196388	0
K02433|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit A [EC.6.3.5.6 6.3.5.7]	0.716446796290017	0.0815952856923444	0.0969610164910856	0.0818056234783175	0.0231912780482355
K02434|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit B [EC.6.3.5.6 6.3.5.7]	0.725618656436219	0.0771004741300843	0.195175611236935	0.00210525819676184	0
K02435|aspartyl-tRNA(Asn)|glutamyl-tRNA(Gln) amidotransferase subunit C [EC.6.3.5.6 6.3.5.7]	0.912837065950611	0.0846727127764327	0.000976027875014473	0.00151419339794145	0
K02437|glycine cleavage system H protein	0.967203345666286	0.00326775678690105	0.0295148912399454	1.40063068673055e-05	0
K02445|MFS transporter, OPA family, glycerol-3-phosphate transporter	0.635319901681239	0.044298454984548	0.00930549581571326	0.3110761475185	0
K02454|general secretion pathway protein E	0.804478381352409	0.0860044075713292	0.015293648316635	0.0258959218405243	0.0683276409191029
K02455|general secretion pathway protein F	0.750735512139859	0.00475733618987089	0.0272814149204745	0.104358023228373	0.112867713521423
K02456|general secretion pathway protein G	0.674787375953084	0.0181139440251738	0.0142562173457996	0.112876208152011	0.179966254523931
K02469|DNA gyrase subunit A	0.808302699385047	0.130126497035869	0.0551240042156943	0.00644679936338977	0
K02470|DNA gyrase subunit B	0.961320898614152	0.00157107694835876	0.00567439567285076	0.0314336287646384	0
K02472|UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC.1.1.1.336]	0.955106758466759	0.00571411270798194	0.0228300932876684	0.0163490355375904	0
K02474|UDP-N-acetyl-D-galactosamine dehydrogenase [EC.1.1.1.-]	0.953117493005546	0.00028213841894874	0.0207700355445322	0.025830333030973	0
K02481|two-component system, NtrC family, response regulator	0.925306059864711	0.0654186378676869	0.0021093206821445	0.00716598158545769	0
K02483|two-component system, OmpR family, response regulator	0.890537700672124	0.0823181471380243	0.01999029639617	0.00715385579368177	0
K02484|two-component system, OmpR family, sensor kinase	0.769527628345425	0.0397244647842253	0.0264472739641531	0.0580326816014033	0.106267951304793
K02492|glutamyl-tRNA reductase [EC.1.2.1.70]	0.849080916621411	0.0406463253722595	0.0317533813921296	0.0472284166137044	0.0312909600004958
K02495|oxygen-independent coproporphyrinogen III oxidase [EC.1.3.99.22]	0.858359606406359	0.0708932915609547	0.00748742229496493	0.0537892458661037	0.00947043387161818
K02500|cyclase [EC.4.1.3.-]	0.986320961584476	0.00133949588326513	0.0118726480082859	0.0004668945239729	0
K02501|glutamine amidotransferase [EC.2.4.2.-]	0.818088697884878	0.0215084663454458	0.0341080966355705	0.096406026971889	0.0298887121622167
K02503|Hit-like protein involved in cell-cycle regulation	0.734332894286783	0.0490747011004089	0.02105540332807	0.150504513482453	0.0450324878022854
K02517|Kdo2-lipid IVA lauroyltransferase [EC.2.3.1.241]	0.892674890383404	0.00713848869163283	0.0174744322173517	0.00423691405155375	0.0784752746560577
K02518|translation initiation factor IF-1	0.725525068070794	0.0499084728465169	0.00309075544394422	0.221475703638745	0
K02519|translation initiation factor IF-2	0.806642029914047	0.0194939424125951	0.168182304370281	0.00568172330307692	0
K02520|translation initiation factor IF-3	0.788157070322352	0.191717045738243	0.0199545530349042	0.000171330904501351	0
K02523|octaprenyl-diphosphate synthase [EC.2.5.1.90]	0.853791515949923	0.0107356454880428	0.0181776227671838	0.117295215794851	0
K02527|3-deoxy-D-manno-octulosonic-acid transferase [EC.2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	0.809768251155809	0.0627230339071821	0.0208653219669045	0.0121246620766685	0.0945187308934355
K02528|dimethyladenosine transferase	0.912588067025305	0.0600271398247218	0.00749593111549733	0.0198888620344754	0
K02529|LacI family transcriptional regulator	0.873131333560971	0.0623071945737739	0.0517745237829305	0.0127869480823243	0
K02535|UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC.3.5.1.108]	0.688942541969202	0.0475608948583439	0.0435979515208068	0.0727943415511203	0.147104270100527
K02536|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC.2.3.1.191]	0.980081426154468	0.0015159363282914	0.00069800507401452	0.017704632443226	0
K02548|1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC.2.5.1.74 2.5.1.-]	0.894008481981658	0.0108189588866466	0.0114657329269116	0.0837068262047833	0
K02551|2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC.2.2.1.9]	0.893781508930911	0.000689790618732588	0.0134028992313638	0.0921258012189928	0
K02556|chemotaxis protein MotA	0.804254823802818	0.00985781035999819	0.0595211705510438	0.12636619528614	0
K02563|UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC.2.4.1.227]	0.927058474224082	0.0726334024969489	0.000274674495912308	3.34487830568128e-05	0
K02564|glucosamine-6-phosphate deaminase [EC.3.5.99.6]	0.868089315090674	0.0124972799504508	0.119108502072131	0.000304902886744338	0
K02567|periplasmic nitrate reductase NapA [EC.1.7.99.4]	0.907410462945968	0.081113062178958	0.00679112519327388	0.00468534968180017	0
K02568|cytochrome c-type protein NapB	0.849585745731024	0.112719027346949	0.0083149516020827	0.00575366273687518	0.0236266125830685
K02570|periplasmic nitrate reductase NapD	0.810109180844358	0.00761219613077098	0.0296652433859159	0.0861290269234474	0.0664843527155077
K02573|ferredoxin-type protein NapG	0.880335589638139	0.104892782948817	0.00135366890159713	0.0134179585114462	0
K02600|N utilization substance protein A	0.967259884275679	0.00592541976101789	8.54876366820167e-07	0.0268138410869366	0
K02601|transcriptional antiterminator NusG	0.968835850669362	0.0112962251506733	0.00735502433669435	0.0125128998432704	0
K02621|topoisomerase IV subunit A	0.932068139518468	0.00647279430089029	0.0312200056276901	0.0302390605529513	0
K02622|topoisomerase IV subunit B	0.994955102312456	8.27619025681638e-05	0.00484923161690166	0.000112904168074169	0
K02647|carbohydrate diacid regulator	0.931471260342669	0.000228357451671493	0.049214167488826	0.0190862147168336	0
K02654|leader peptidase (prepilin peptidase) | N-methyltransferase	0.616941428068923	0.049038464133468	0.240779025702884	0.0932410820947246	0
K02687|ribosomal protein L11 methyltransferase	0.907637425165387	0.0508072150088508	0.0236622660792641	0.00212707750049093	0.0157660162460071
K02760|PTS system, cellobiose-specific IIB component [EC.2.7.1.196 2.7.1.205]	0.905533967087401	0.0055893710765713	0.0072262677837967	0.00389304618069601	0.0777573478715351
K02761|PTS system, cellobiose-specific IIC component	0.875006350455069	0.0454739001027395	0.0786426628777248	0.00087708656446675	0
K02773|PTS system, galactitol-specific IIA component [EC.2.7.1.200]	0.856653941718845	0.0379699016630928	0.0343143132777272	0.0182645336290795	0.0527973097112551
K02774|PTS system, galactitol-specific IIB component [EC.2.7.1.200]	0.886862374385802	0.0466350274838945	0.0632781817376477	0.003224416392656	0
K02793|PTS system, mannose-specific IIA component [EC.2.7.1.191]	0.837204745519486	0.0725903029582823	0.0890549598299598	0.00114999169227149	0
K02794|PTS system, mannose-specific IIB component [EC.2.7.1.191]	0.837204745519486	0.0725903029582823	0.0890549598299598	0.00114999169227149	0
K02795|PTS system, mannose-specific IIC component	0.895289066422178	1.87472425478848e-06	0.0882642089783414	0.0164448498752259	0
K02796|PTS system, mannose-specific IID component	0.851491190922796	0.0606277874257328	0.0827812274220352	0.00509979422943588	0
K02823|dihydroorotate dehydrogenase electron transfer subunit	0.905886456497463	0.00434311933144259	0.00586860386795127	0.0839018203031431	0
K02825|pyrimidine operon attenuation protein | uracil phosphoribosyltransferase [EC.2.4.2.9]	0.880008686540557	0.0626915670562185	0.0572944048327094	5.34157051547145e-06	0
K02834|ribosome-binding factor A	0.830421385181212	0.0263639237177355	0.115132377523211	0.0280823135778423	0
K02835|peptide chain release factor RF-1	0.797021881441294	0.148566636959401	0.040173526864005	0.0142379547353006	0
K02836|peptide chain release factor RF-2	0.954294988514668	8.85694927718424e-06	0.00927023802203137	0.0364259165140233	0
K02837|peptide chain release factor RF-3	0.891062983306719	0.0168713948237261	0.0897442824927426	0.00232133937681268	0
K02838|ribosome recycling factor	0.968647937205221	0.0226863873359302	0.00323647970833346	0.00542919575051586	0
K02841|heptosyltransferase I [EC.2.4.-.-]	0.814374946776	0.0662393086534395	0.0224527965476329	0.0255503486178454	0.0713825994050824
K02843|heptosyltransferase II [EC.2.4.-.-]	0.988139877118827	0.00195712307633977	0.0096498869883412	0.000253112816492469	0
K02856|L-rhamnose-H+ transport protein	0.928675817746551	0.0117951956914373	0.0198223029224969	0.0397066836395148	0
K02859|riboflavin biosynthesis RibT protein	0.725560682568605	0.0015035876250109	0.0931132764639309	0.0172510326576796	0.162571420684774
K02860|16S rRNA processing protein RimM	0.965047068131637	0.0267237037405037	0.00300021494771008	0.0052290131801492	0
K02863|large subunit ribosomal protein L1	0.959412221555063	0.0288877758863409	0.000884633462911852	0.0108153690956839	0
K02864|large subunit ribosomal protein L10	0.80219050944949	0.0444939952557665	0.152799436922566	0.000516058372177455	0
